gg  0  0     0.0    0.0    0.5 1217.0 1217.0  0.000 0.706E-03 0.841E-03 0.251E-02 0.140E-02 3.5495  0.00      0.00    
gg  0  0     0.0    0.0    1.0 1217.0 1217.0  0.000 0.489E-03 0.842E-03 0.206E-02 0.129E-02 4.2227  0.00      0.00    
gg  0  0     0.0    0.0    2.0 1217.0 1217.0  0.000 0.349E-03 0.843E-03 0.164E-02 0.129E-02 4.7166  0.00      0.00    
bb  1  0     0.0    0.0    0.5 1129.2 1129.2  0.256 0.778E-04 0.785E-03 0.148E-03 0.696E-03 1.9083 0.778E-04 0.148E-03
bb  1  0     0.0    0.0    1.0 1129.2 1129.2  0.256 0.550E-04 0.787E-03 0.129E-03 0.583E-03 2.3403 0.550E-04 0.129E-03
bb  1  0     0.0    0.0    2.0 1129.2 1129.2  0.256 0.399E-04 0.789E-03 0.107E-03 0.599E-03 2.6796 0.400E-04 0.107E-03
sg  0  0     0.0    0.0    0.5 1561.6 1217.0  0.000 0.291E-02 0.822E-03 0.548E-02 0.974E-03 1.8852  0.00      0.00    
sg  0  0     0.0    0.0    1.0 1561.6 1217.0  0.000 0.204E-02 0.824E-03 0.469E-02 0.963E-03 2.3011  0.00      0.00    
sg  0  0     0.0    0.0    2.0 1561.6 1217.0  0.000 0.147E-02 0.827E-03 0.389E-02 0.971E-03 2.6435  0.00      0.00    
ss  0  0     0.0    0.0    0.5 1561.6 1561.6  0.000 0.193E-02 0.834E-03 0.197E-02 0.885E-03 1.0202  0.00      0.00    
ss  0  0     0.0    0.0    1.0 1561.6 1561.6  0.000 0.139E-02 0.836E-03 0.170E-02 0.888E-03 1.2234  0.00      0.00    
ss  0  0     0.0    0.0    2.0 1561.6 1561.6  0.000 0.102E-02 0.838E-03 0.143E-02 0.892E-03 1.4048  0.00      0.00    
sb  0  0     0.0    0.0    0.5 1561.6 1561.6  0.000 0.122E-03 0.822E-03 0.195E-03 0.903E-03 1.5912  0.00      0.00    
sb  0  0     0.0    0.0    1.0 1561.6 1561.6  0.000 0.869E-04 0.824E-03 0.165E-03 0.901E-03 1.9029  0.00      0.00    
sb  0  0     0.0    0.0    2.0 1561.6 1561.6  0.000 0.632E-04 0.826E-03 0.137E-03 0.903E-03 2.1748  0.00      0.00    
tb  1  0     0.0    0.0    0.5  683.5  683.5  0.571 0.683E-02 0.783E-03 0.102E-01 0.765E-03 1.4892 0.683E-02 0.102E-01
tb  1  0     0.0    0.0    1.0  683.5  683.5  0.571 0.488E-02 0.785E-03 0.905E-02 0.613E-03 1.8537 0.488E-02 0.905E-02
tb  1  0     0.0    0.0    2.0  683.5  683.5  0.571 0.358E-02 0.787E-03 0.773E-02 0.646E-03 2.1569 0.359E-02 0.773E-02
bb  2  0     0.0    0.0    0.5 1371.6 1371.6 -0.256 0.860E-05 0.786E-03 0.182E-04 0.774E-03 2.1098 0.861E-05 0.182E-04
bb  2  0     0.0    0.0    1.0 1371.6 1371.6 -0.256 0.604E-05 0.788E-03 0.158E-04 0.576E-03 2.6193 0.604E-05 0.158E-04
bb  2  0     0.0    0.0    2.0 1371.6 1371.6 -0.256 0.435E-05 0.790E-03 0.131E-04 0.564E-03 3.0035 0.435E-05 0.131E-04
tb  2  0     0.0    0.0    0.5 1177.5 1177.5 -0.571 0.499E-04 0.785E-03 0.986E-04 0.693E-03 1.9763 0.499E-04 0.986E-04
tb  2  0     0.0    0.0    1.0 1177.5 1177.5 -0.571 0.352E-04 0.787E-03 0.851E-04 0.581E-03 2.4170 0.352E-04 0.852E-04
tb  2  0     0.0    0.0    2.0 1177.5 1177.5 -0.571 0.255E-04 0.789E-03 0.705E-04 0.596E-03 2.7608 0.256E-04 0.706E-04

    i1 i2  dummy0 dummy1 scafac  m1    m2      angle LO[pb]   rel_error NLO[pb]   rel_error   K    LO_ms[pb] NLO_ms[pb]  
