200	200	0	0.5738	0.979751	0.987538	0.710191	0.945605
200	200	50	0.540538	0.9727	0.989596	0.703936	0.958099
200	250	0	0.564152	0.984485	0.992376	0.798341	0.962506
200	250	50	0.526424	0.98206	0.993409	0.776468	0.967759
250	250	0	0.693007	0.992711	0.993115	0.82179	0.957888
250	250	50	0.669679	0.990465	0.992571	0.828587	0.964256
250	250	100	0.613653	0.985871	0.991809	0.770063	0.965518
200	300	0	0.601422	0.997069	0.997656	0.925463	0.970188
200	300	50	0.569961	0.992661	0.996767	0.907843	0.965347
250	300	0	0.692513	0.992855	0.995788	0.871186	0.967344
250	300	50	0.689651	0.990506	0.993512	0.866506	0.962763
250	300	100	0.626391	0.986722	0.993956	0.823952	0.971075
300	300	0	0.760581	0.996856	0.992275	0.882931	0.965827
300	300	50	0.75394	0.995342	0.994448	0.86936	0.966866
300	300	100	0.704125	0.994573	0.995321	0.856316	0.96857
300	300	150	0.64342	0.98437	0.994938	0.795298	0.96792
200	350	0	0.608496	0.997827	0.998164	0.953489	0.970634
200	350	50	0.581906	0.996791	0.997707	0.949679	0.973978
250	350	0	0.693933	0.999375	0.998773	0.960032	0.967575
250	350	50	0.681655	0.997685	0.998467	0.954168	0.969331
250	350	100	0.617203	0.995978	0.99787	0.930749	0.963405
300	350	0	0.77503	0.998386	0.995473	0.921864	0.972083
300	350	50	0.769519	0.997883	0.996924	0.91382	0.973426
300	350	100	0.722309	0.996898	0.997454	0.880633	0.970053
300	350	150	0.647798	0.991883	0.99682	0.848239	0.975676
350	350	0	0.811039	0.999381	0.996982	0.918341	0.971758
350	350	50	0.806825	0.998404	0.995652	0.92051	0.972661
350	350	100	0.780534	0.997819	0.996784	0.900353	0.966074
350	350	150	0.74947	0.995884	0.99653	0.879142	0.971695
350	350	200	0.640207	0.989112	0.995436	0.818894	0.971611
200	400	0	0.631501	0.999166	0.998245	0.966651	0.974274
200	400	50	0.628412	0.999386	0.998706	0.958063	0.974448
250	400	0	0.71961	0.999241	0.999119	0.9773	0.970007
250	400	50	0.703977	0.999052	0.998787	0.974451	0.97549
250	400	100	0.642339	0.998793	0.998765	0.964511	0.975434
300	400	0	0.785996	0.998766	0.997122	0.975471	0.973875
300	400	50	0.760611	0.999486	0.998634	0.97112	0.974396
300	400	100	0.729819	0.999604	0.99842	0.964287	0.976679
300	400	150	0.658406	0.998156	0.999261	0.947061	0.973883
350	400	0	0.818231	0.999396	0.997537	0.943611	0.97229
350	400	50	0.815502	0.999028	0.997033	0.940824	0.974821
350	400	100	0.799946	0.997924	0.996668	0.928025	0.97543
350	400	150	0.744225	0.998435	0.998212	0.918373	0.97541
350	400	200	0.65757	0.992659	0.99799	0.873491	0.977811
400	400	0	0.857846	0.99929	0.996215	0.933732	0.976209
400	400	50	0.842957	0.999377	0.998162	0.933617	0.9749
400	400	100	0.837903	0.998533	0.997818	0.919575	0.974851
400	400	150	0.822567	0.998213	0.996367	0.923651	0.972975
400	400	200	0.771481	0.996752	0.996912	0.890942	0.972268
400	400	250	0.682695	0.99322	0.997559	0.83277	0.97654
200	450	0	0.654129	0.998936	0.997965	0.968466	0.973806
200	450	50	0.645368	0.99972	0.997758	0.962836	0.977111
250	450	0	0.745416	0.999823	0.998825	0.984499	0.974354
250	450	50	0.720617	0.999644	0.999346	0.982471	0.977376
250	450	100	0.669792	0.998921	0.998692	0.971717	0.977406
300	450	0	0.786938	0.999662	0.999436	0.988364	0.975013
300	450	50	0.770764	0.999581	0.999108	0.985234	0.973012
300	450	100	0.748132	0.999889	0.999474	0.97938	0.973732
300	450	150	0.681224	0.999101	0.998679	0.972107	0.976763
350	450	0	0.824346	0.999547	0.998816	0.983533	0.977103
350	450	50	0.812145	0.99987	0.999037	0.98099	0.973872
350	450	100	0.808213	0.999661	0.998667	0.981577	0.979067
350	450	150	0.763264	0.99912	0.998645	0.974603	0.975376
350	450	200	0.679383	0.996932	0.99928	0.95047	0.972268
400	450	0	0.852034	0.998768	0.998159	0.955305	0.975041
400	450	50	0.850298	0.999456	0.997821	0.951355	0.974431
400	450	100	0.836458	0.999454	0.998336	0.959685	0.975788
400	450	150	0.80676	0.999059	0.998442	0.942378	0.978604
400	450	200	0.772595	0.998217	0.99762	0.92446	0.975495
400	450	250	0.674605	0.991852	0.997372	0.866976	0.975034
450	450	0	0.878362	0.999196	0.997795	0.949723	0.975745
450	450	50	0.872255	0.999728	0.998355	0.950742	0.975612
