analysis             sr                         totalmcevents  totalnormevents  totalsumofweights  totalsumofweights2  signalsumofweights  signalsumofweights2  signalnormevents   signal_err_stat   signal_err_sys     signal_err_tot    obs      bkg      bkgerr          signaleff          eff_err_stat       eff_err_sys        eff_err_tot        s95obs  s95exp  robs               robscons           robsconssysonly    rexp               rexpcons           rexpconssysonly    likelihood             
atlas_1605_09318     SR-Gbb-A                   44050.0        10.9263          57.2195760408      0.265714606693      0.0245024846113     4.33295727941e-05    0.00493969264474   0.00127611198906  0.00050509017283   0.00137243502262  0.0      1.3      0.4             0.000452091983997  0.000116792691859  4.62270094021e-05  0.000125608396495  2.9     3.9     0.00170334229129   0.000927206623328  0.0014177050901    0.00126658785763   0.000689461335295  0.00105419096444   2.4668304283091005     
atlas_1605_09318     SR-Gbb-B                   44050.0        10.9263          57.2195760408      0.265714606693      0.0269324963323     4.5477298682e-05     0.00541240671483   0.00130705491698  0.000537573866824  0.00141328631858  0.0      1.5      0.6             0.000495355858326  0.000119624659489  4.91999914723e-05  0.000129347200661  3.0     3.8     0.00180413557161   0.00103153905079   0.00151026185775   0.00142431755653   0.000814372934832  0.00119231199296   2.7198694801605847     
atlas_1605_09318     SR-Gbb-C                   44050.0        10.9263          57.2195760408      0.265714606693      0.176431482843      0.000655389687959    0.0344467349254    0.00490290024983  0.00277262586162   0.00563257357061  5.0      7.6      1.7             0.00315264407214   0.000448724659751  0.000253757068873  0.000515506033205  5.4     6.9     0.00637902498618   0.00466839153141   0.00553696824302   0.00499228042397   0.00365352380719   0.00433327949454   0.8082052156689018     
atlas_1605_09318     SR-Gtt-0L-A                44050.0        10.9263          57.2195760408      0.265714606693      0.0570744138108     0.000149215793017    0.0113594119473    0.00235087847941  0.000998913900868  0.00255430198025  1.0      2.1      0.5             0.00103963939735   0.000215157782544  9.14228879738e-05  0.000233775567232  3.5     4.4     0.00324554627065   0.00204867334276   0.0027774837571    0.00258168453347   0.00162962652265   0.00220936207951   0.6756627199553256     
atlas_1605_09318     SR-Gtt-0L-B                44050.0        10.9263          57.2195760408      0.265714606693      0.0141797242964     3.75174931405e-05    0.00281201249369   0.0011778889337   0.000238270849874  0.00120174678615  1.0      2.9      1.8             0.000257361823645  0.000107803092877  2.18070938811e-05  0.000109986618174  3.6     4.6     0.000781114581582  0.000233652156779  0.000672568972195  0.000611307063847  0.000182858209653  0.000526358326066  1.0007287119193056     
atlas_1605_09318     SR-Gtt-0L-C                44050.0        10.9263          57.2195760408      0.265714606693      0.0160911691042     3.89146777826e-05    0.00319440004269   0.00120066774315  0.000273965827581  0.00123152763027  1.0      3.4      1.8             0.000292358807893  0.000109887861687  2.50739799915e-05  0.000112712229233  3.4     5.0     0.000939529424319  0.00034549844972   0.000807381201604  0.000638880008537  0.000234938945809  0.00054901921709   1.5168322611034326     
atlas_1605_09318     SR-Gtt-1L-A                44050.0        10.9263          57.2195760408      0.265714606693      0.000464274990086   2.15551283793e-07    9.7350036137e-05   0.270660903952    1.56750058187e-05  0.270660904406    2.0      1.2      0.6             8.90969826355e-06  0.0247715058118    1.43461243227e-06  0.0247715058534    4.7     4.0     2.07127736462e-05  0                  1.52431971477e-05  2.43375090342e-05  0                  1.79107566486e-05  0.3046120782704007     
atlas_1605_09318     SR-Gtt-1L-B                44050.0        10.9263          57.2195760408      0.265714606693      0.00144716583848    1.18163240785e-06    0.000285036856277  0.200970328298    3.2132578598e-05   0.200970330867    0.0      1.2      0.8             2.60872258932e-05  0.0183932647189    2.94084718505e-06  0.018393264954     2.9     3.5     9.82885711298e-05  0                  8.01170439227e-05  8.14391017933e-05  0                  6.63826935359e-05  1.9741696441323282     
atlas_1606_03903     SR1                        44050.0        10.5952          57.2195760408      0.265714606693      0.0165895144883     6.80412761204e-05    0.00311399438261   0.00152987996505  0.000257406859962  0.00155138357572  12.0     5.5      0.7             0.000293906144538  0.000144393684409  2.4294667393e-05   0.000146423245971  13.5    6.4     0.000230666250564  4.22018754398e-05  0.000199396083872  0.000486561622283  8.90195810059e-05  0.000420601114418  4.865370644499475      
atlas_1606_03903     SR2                        44050.0        10.5952          57.2195760408      0.265714606693      0.0161795946862     6.83607029178e-05    0.00301279635743   0.00153196689772  0.000258041434263  0.00155354689581  1.0      1.25     0.26            0.000284354835909  0.000144590654043  2.43545600142e-05  0.000146627425232  3.44    3.97    0.0008758128946    0.000135168444271  0.000752793141057  0.000758890770132  0.000117123286723  0.000652294308623  0.05603803099944777    
atlas_1606_03903     SR3                        44050.0        10.5952          57.2195760408      0.265714606693      0.00532440942042    4.51097739717e-06    0.00101120140464   0.194880619033    0.000117969641453  0.194880654739    1.0      1.03     0.18            9.543957685e-05    0.0183932930981    1.11342533839e-05  0.0183932964681    3.62    3.72    0.000279337404597  0                  0.000225892594657  0.000271828334581  0                  0.00021982021308   0.0015344298043569401  
atlas_conf_2015_082  SRZ                        44050.0        10.5952          57.2195760408      0.265714606693      0.000464274990086   2.15551283793e-07    9.44000350419e-05  0.262459058377    1.52000056423e-05  0.262459058818    21.0     10.3     2.3             8.90969826355e-06  0.0247715058118    1.43461243227e-06  0.0247715058534    20.0    10.2    4.7200017521e-06   0                  3.47360128942e-06  9.25490539627e-06  0                  6.81098292044e-06  4.702597993146122      
atlas_conf_2016_013  0J_6j_2b                   44050.0        10.5952          57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.297542847522    0.0                0.297542847522    9466.0   9000.0   2200.0          0.0                0.0280827966931    0.0                0.0280827966931    3717.0  3549.0  0.0                0                  0.0                0.0                0                  0.0                0.027308448740568408   
atlas_conf_2016_013  0J_6j_3b                   44050.0        10.5952          57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.297542847522    0.0                0.297542847522    2279.0   1850.0   530.0           0.0                0.0280827966931    0.0                0.0280827966931    1155.0  965.0   0.0                0                  0.0                0.0                0                  0.0                0.47747719697418534    
atlas_conf_2016_013  0J_6j_m4b                  44050.0        10.5952          57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.297542847522    0.0                0.297542847522    345.0    233.0    97.0            0.0                0.0280827966931    0.0                0.0280827966931    238.0   194.0   0.0                0                  0.0                0.0                0                  0.0                0.8297827311027894     
atlas_conf_2016_013  1J_6j_3b-HM                44050.0        10.5952          57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.297542847522    0.0                0.297542847522    215.0    184.0    56.0            0.0                0.0280827966931    0.0                0.0280827966931    115.0   101.0   0.0                0                  0.0                0.0                0                  0.0                0.21783766417880013    
atlas_conf_2016_013  1J_6j_3b_LM                44050.0        10.5952          57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.297542847522    0.0                0.297542847522    123.0    114.0    33.0            0.0                0.0280827966931    0.0                0.0280827966931    65.0    58.0    0.0                0                  0.0                0.0                0                  0.0                0.04719745325271311    
atlas_conf_2016_013  1J_6j_m4b-HM               44050.0        10.5952          57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.297542847522    0.0                0.297542847522    26.0     30.9     2.6             0.0                0.0280827966931    0.0                0.0280827966931    9.9     13.2    0.0                0                  0.0                0.0                0                  0.0                0.7655501411077195     
atlas_conf_2016_013  1J_6j_m4b_LM               44050.0        10.5952          57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.297542847522    0.0                0.297542847522    50.0     40.3     3.4             0.0                0.0280827966931    0.0                0.0280827966931    23.8    15.3    0.0                0                  0.0                0.0                0                  0.0                1.4750379638397113     
atlas_conf_2016_013  m2J_6j_2b                  44050.0        10.5952          57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.297542847522    0.0                0.297542847522    164.0    189.0    48.0            0.0                0.0280827966931    0.0                0.0280827966931    60.0    70.0    0.0                0                  0.0                0.0                0                  0.0                0.333077720395901      
atlas_conf_2016_013  m2J_6j_3b                  44050.0        10.5952          57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.297542847522    0.0                0.297542847522    55.0     49.7     4.2             0.0                0.0280827966931    0.0                0.0280827966931    21.6    17.5    0.0                0                  0.0                0.0                0                  0.0                0.318635815104955      
atlas_conf_2016_013  m2J_6j_m4b                 44050.0        10.5952          57.2195760408      0.265714606693      0.000464274990086   2.15551283793e-07    9.44000350419e-05  0.262459058377    1.52000056423e-05  0.262459058818    13.0     11.3     2.5             8.90969826355e-06  0.0247715058118    1.43461243227e-06  0.0247715058534    10.9    9.3     8.66055367357e-06  0                  6.37358034757e-06  1.01505414024e-05  0                  7.47011029984e-06  0.13048941196605926    
atlas_conf_2016_050  SR1                        44050.0        43.7052          57.2195760408      0.265714606693      0.013695178832      6.56780103542e-05    0.0105649293518    0.00619637881595  0.000981740919229  0.00627366923445  37.0     24.0     3.0             0.000241731632661  0.000141776695129  2.24627943409e-05  0.000143545144158  26.0    12.9    0.000406343436606  1.06196848946e-05  0.000344418240162  0.000818986771454  2.14040160667e-05  0.000694176298002  3.8942406710503463     
atlas_conf_2016_050  bC2x_diag                  44050.0        43.7052          57.2195760408      0.265714606693      0.00144716583848    1.18163240785e-06    0.00114014742511   0.803881313192    0.000128530314392  0.803881323467    37.0     22.0     3.0             2.60872258932e-05  0.0183932647189    2.94084718505e-06  0.018393264954     27.5    12.4    4.14599063675e-05  0                  3.37948258001e-05  9.19473729924e-05  0                  7.49482023793e-05  5.268449650189119      
atlas_conf_2016_050  bC2x_med                   44050.0        43.7052          57.2195760408      0.265714606693      0.0                 0.0                  0.0                1.22736424603     0.0                1.22736424603     14.0     13.0     2.0             0.0                0.0280827966931    0.0                0.0280827966931    9.9     9.0     0.0                0                  0.0                0.0                0                  0.0                0.041933904011870436   
atlas_conf_2016_050  bCbv                       44050.0        43.7052          57.2195760408      0.265714606693      0.0132852521363     6.59974385774e-05    0.0101474817159    0.578225258058    0.000982954843293  0.578226093545    7.0      7.4      1.8             0.000232180191738  0.013230124975     2.24905696186e-05  0.0132301440914    7.2     7.3     0.00140937246055   0                  0.00118547719069   0.00139006598848   0                  0.00116923777711   0.02159926557793941    
atlas_conf_2016_050  tN_high                    44050.0        43.7052          57.2195760408      0.265714606693      0.00710690683566    3.32142705725e-05    0.0054631454154    0.00440494631098  0.000495461480677  0.00443272310002  5.0      3.8      0.8             0.000124999895102  0.000100787693706  1.1336442361e-05   0.000101423242544  7.2     5.5     0.000758770196584  0                  0.000645915081541  0.000993299166437  0                  0.00084556156129   0.2647600616233118     
atlas_conf_2016_054  GG2J                       44050.0        49.0028          57.2195760408      0.265714606693      0.408463109064      0.00184310882895     0.352108212477     0.0367925460395   0.0311074005927    0.0481805128211   47.0     46.0     7.0             0.00718547128892   0.000750825382214  0.000634808635275  0.000983219587883  20.0    19.0    0.0176054106238    0.0136546085725    0.0150546037752    0.018532011183     0.0143732721816    0.0158469513424    0.002922379476493445   
atlas_conf_2016_054  GG4J_high_x                44050.0        49.0028          57.2195760408      0.265714606693      0.00283999356621    1.82828340786e-06    0.00258815019231   0.901321789599    0.000308057233118  0.901321842244    2.0      3.4      0.9             5.28163736013e-05  0.0183932711926    6.28652307863e-06  0.018393272267     4.1     5.2     0.000631256144465  0                  0.000508033251218  0.000497721190828  0                  0.000400564678845  0.5907433170054488     
atlas_conf_2016_054  GG4J_low_x                 44050.0        49.0028          57.2195760408      0.265714606693      0.0164808260151     6.69713161561e-05    0.0144651252282    0.00702928503466  0.0012519818801    0.00713990943406  4.0      6.0      1.6             0.000295189769324  0.000143446599677  2.55491906605e-05  0.00014570411148   5.0     7.0     0.00289302504565   0.000551134751279  0.00248237498898   0.00206644646118   0.000393667679485  0.00177312499213   0.5867933413586305     
atlas_conf_2016_054  GG4J_low_x_b_veto          44050.0        49.0028          57.2195760408      0.265714606693      0.0164808260151     6.69713161561e-05    0.0144651252282    0.00702928503466  0.0012519818801    0.00713990943406  2.0      3.3      1.2             0.000295189769324  0.000143446599677  2.55491906605e-05  0.00014570411148   4.1     5.2     0.00352807932396   0.000672115550341  0.00302728657192   0.00278175485159   0.000529937260846  0.00238689902786   0.4604552626291019     
atlas_conf_2016_054  GG6J_bulk                  44050.0        49.0028          57.2195760408      0.265714606693      0.0107667665775     3.44037003854e-05    0.00964960017773   0.813101416992    0.000941183020342  0.813101961712    32.0     24.0     5.0             0.000196919363337  0.0165929583002    1.92067192149e-05  0.0165929694163    22.0    16.0    0.000438618189897  0                  0.000368457273835  0.000603100011108  0                  0.000506628751523  1.005100678111738      
atlas_conf_2016_054  GG6J_high_mass             44050.0        49.0028          57.2195760408      0.265714606693      0.00603557004554    2.80216573885e-06    0.00567579756897   1.2138740872      0.000913899608562  1.21387443123     3.0      3.8      1.2             0.000115825984821  0.0247715250394    1.86499467084e-05  0.02477153206      5.0     5.6     0.00113515951379   0                  0.000835400442185  0.00101353528017   0                  0.000745893251951  0.14775661828575165    
atlas_conf_2016_054  SS4J                       44050.0        49.0028          57.2195760408      0.265714606693      0.0736170948624     0.000359671941415    0.0636695511309    0.0162576424942   0.00602876392815   0.0173394617555   6.0      5.4      1.7             0.00129930434854   0.000331769664063  0.000123028968307  0.000353846346647  7.7     6.8     0.00826877287414   0.00457569270804   0.00698472445308   0.00936316928395   0.00518129909587   0.00790917327775   0.03285672166991711    
atlas_conf_2016_054  SS4J_lox_x                 44050.0        49.0028          57.2195760408      0.265714606693      0.0736170948624     0.000359671941415    0.0636695511309    0.0162576424942   0.00602876392815   0.0173394617555   8.0      11.1     2.7             0.00129930434854   0.000331769664063  0.000123028968307  0.000353846346647  6.7     8.8     0.00950291807924   0.0052586319182    0.00802722064011   0.00723517626487   0.00400373111954   0.00611163389644   0.6552201177241836     
atlas_conf_2016_054  SS5J                       44050.0        49.0028          57.2195760408      0.265714606693      0.00705256803554    3.26792910655e-05    0.00615680017773   0.813100479251    0.000576464185783  0.813100683599    8.0      13.2     2.5             0.000125641803687  0.0165929391637    1.1763902997e-05   0.0165929433338    5.9     8.9     0.00104352545385   0                  0.000883287951364  0.000691775300869  0                  0.000585550439668  1.80151906666973       
atlas_conf_2016_054  SS5J_high_x                44050.0        49.0028          57.2195760408      0.265714606693      0.00705256803554    3.26792910655e-05    0.00615680017773   0.813100479251    0.000576464185783  0.813100683599    7.0      4.6      1.4             0.000125641803687  0.0165929391637    1.1763902997e-05   0.0165929433338    8.8     6.7     0.000699636383833  0                  0.000592204421937  0.000918925399661  0                  0.000777820733291  0.6671868506572186     
atlas_conf_2016_076  SR_high                    44050.0        44.0363          57.2195760408      0.265714606693      0.0                 0.0                  0.0                1.23666246001     0.0                1.23666246001     8.0      17.3     7.5             0.0                0.0280827966931    0.0                0.0280827966931    8.0     10.5    0.0                0                  0.0                0.0                0                  0.0                2.058348206835026      
atlas_conf_2016_076  SR_low                     44050.0        44.0363          57.2195760408      0.265714606693      0.000982890848396   9.66081124062e-07    0.000756434759956  0.997719281012    0.000113049590499  0.997719287417    21.0     35.0     14.0            1.71775276296e-05  0.0226567463891    2.56719094245e-06  0.0226567465345    15.7    19.2    4.8180557959e-05   0                  3.63715561489e-05  3.93976437477e-05  0                  2.97413245593e-05  1.3418787347802192     
atlas_conf_2016_076  SR_t_df                    44050.0        44.0363          57.2195760408      0.265714606693      0.0                 0.0                  0.0                1.23666246001     0.0                1.23666246001     3.0      3.7      1.5             0.0                0.0280827966931    0.0                0.0280827966931    5.1     5.7     0.0                0                  0.0                0.0                0                  0.0                0.10084467235075473    
