analysis             sr                         totalmcevents  totalnormevents  totalsumofweights  totalsumofweights2  signalsumofweights  signalsumofweights2  signalnormevents   signal_err_stat   signal_err_sys     signal_err_tot    obs      bkg      bkgerr          signaleff          eff_err_stat       eff_err_sys        eff_err_tot        s95obs  s95exp  robs               robscons           robsconssysonly    rexp               rexpcons           rexpconssysonly    likelihood             
atlas_conf_2016_076  SR_t_sf                    44050.0        44.0363          57.2195760408      0.265714606693      0.00907269802669    3.51464328206e-05    0.00701740970737   0.00456541935195  0.000592838943563  0.00460374976212  5.0      4.7      2.0             0.000159355116287  0.000103673999676  1.34625057864e-05  0.000104544427259  6.3     6.1     0.00111387455673   0                  0.00095954822856   0.00115039503399   0                  0.000991008826217  0.006939077760955268   
atlas_conf_2016_076  SR_w_df                    44050.0        44.0363          57.2195760408      0.265714606693      0.0                 0.0                  0.0                1.23666246001     0.0                1.23666246001     6.0      5.3      2.2             0.0                0.0280827966931    0.0                0.0280827966931    7.4     6.8     0.0                0                  0.0                0.0                0                  0.0                0.03758670296117533    
atlas_conf_2016_076  SR_w_sf                    44050.0        44.0363          57.2195760408      0.265714606693      0.0557434116337     0.00029205441067     0.0430404138763    0.0131561841069   0.00435968316458   0.0138597264602   13.0     12.0     4.0             0.000977384881935  0.000298757709139  9.90020316098e-05  0.000314734127531  11.1    10.3    0.00387751476363   0.00182977139474   0.00323338139517   0.00417868095887   0.00197188956132   0.00348451781422   0.02573263208950264    
atlas_conf_2016_078  Meff_2j_1200               44050.0        44.0363          57.2195760408      0.265714606693      10.8534350543       0.04894818711        8.43682385473      0.1704533855      0.74228305731      0.761602582583    270.0    297.0    29.0            0.191587936651     0.00387074721309   0.0168561631497    0.0172948813271    45.0    60.0    0.18748497455      0.15972879154      0.160432880905     0.140613730912     0.119796593655     0.120324660679     1.2013727913464083     
atlas_conf_2016_078  Meff_2j_1600               44050.0        44.0363          57.2195760408      0.265714606693      6.83610756544       0.0298115236936      5.33271025169      0.133081484608    0.458952646708     0.477857942768    96.0     121.0    13.0            0.121098054371     0.0030220859747    0.0104221437021    0.0108514553395    18.0    30.0    0.296261680649     0.252723512531     0.254445995061     0.17775700839      0.151634107518     0.152667597036     3.677612705146376      
atlas_conf_2016_078  Meff_2j_2000               44050.0        44.0363          57.2195760408      0.265714606693      2.64547185524       0.00966571193219     2.09402673786      0.0759500348339   0.174588079995     0.190392766322    29.0     42.0     6.0             0.0475522861336    0.00172471426605   0.00396464008092   0.00432354140384   10.0    16.0    0.209402673786     0.17817826011      0.180770228667     0.130876671116     0.111361412568     0.112981392917     3.5173354985765863     
atlas_conf_2016_078  Meff_2j_800                44050.0        44.0363          57.2195760408      0.265714606693      6.6156808897        0.0290597515472      5.15620107537      0.131378337171    0.445514586681     0.464481985037    650.0    610.0    50.0            0.117089789001     0.0029834099861    0.0101169850029    0.0105477068926    137.0   107.0   0.0376365041998    0.0320762818972    0.0323033368848    0.0481887950969    0.0410696319618    0.0413603472263    0.34461088060992257    
atlas_conf_2016_078  Meff_3j_1200               44050.0        44.0363          57.2195760408      0.265714606693      7.9733501474        0.0345784549613      6.23158865179      0.143359013432    0.536782302727     0.555596118824    363.0    355.0    33.0            0.141510268842     0.00325547363044   0.0121895414176    0.0126167756788    78.0    71.0    0.0798921622024    0.0682103976527    0.0686059701963    0.0877688542505    0.0749353664354    0.0753699390889    0.002147723457266185   
atlas_conf_2016_078  Meff_4j_1000               44050.0        44.0363          57.2195760408      0.265714606693      1.07984672394       0.00399847247698     0.850466101431     0.0488139118722   0.0686855777479    0.0842645036942   97.0     84.0     7.0             0.0193128419379    0.00110849258162   0.00155974906493   0.00191352369963   35.0    24.0    0.0242990314695    0.0203506375821    0.0210806215407    0.0354360875596    0.0296780131405    0.0307425730802    1.0087684340185317     
atlas_conf_2016_078  Meff_4j_1400               44050.0        44.0363          57.2195760408      0.265714606693      2.22287203418       0.00808813614655     1.7530238746       0.0694421203816   0.141613707191     0.157723334188    71.0     66.0     8.0             0.0398086095925    0.00157692904221   0.00321584027701   0.0035816663568    26.0    23.0    0.0674239951769    0.0574752925589    0.0584914382618    0.0762184293304    0.0649720698492    0.0661207562959    0.07783842277321218    
atlas_conf_2016_078  Meff_4j_1800               44050.0        44.0363          57.2195760408      0.265714606693      1.90634659798       0.00631203003416     1.51461166388      0.0614339574233   0.125470768842     0.139703417848    37.0     27.0     3.2             0.0343946168021    0.0013950753679    0.00284925774513   0.00317246039854   23.0    13.0    0.0658526810384    0.0558912199397    0.0569060696949    0.116508589529     0.0988844660471    0.10067996946      1.6409277182381685     
atlas_conf_2016_078  Meff_4j_2200               44050.0        44.0363          57.2195760408      0.265714606693      0.747545803811      0.0017734453877      0.605204550746     0.0327535899985   0.0592802322945    0.0677269783667   10.0     4.8      1.1             0.0137433106493    0.000743786149119  0.00134616741857   0.00153798067428   12.0    6.6     0.0504337125622    0.0411776921854    0.0423320808153    0.091697659204     0.0748685312462    0.0769674196641    2.3951887648595296     
atlas_conf_2016_078  Meff_4j_2600               44050.0        44.0363          57.2195760408      0.265714606693      0.480752401107      0.000831690852388    0.394763506591     0.0226091362199   0.0459168768102    0.0511813698196   3.0      2.7      0.6             0.00896450216279   0.000513420433141  0.0010427051503    0.00116225409082   5.2     5.1     0.0759160589598    0.0597742423244    0.0614345824274    0.0774046091355    0.0609462862916    0.0626391820828    0.002627534708173577   
atlas_conf_2016_078  Meff_5j_1400               44050.0        44.0363          57.2195760408      0.265714606693      0.593970590798      0.000978077290858    0.488344442682     0.024550144048    0.0576597940472    0.062668663799    64.0     68.0     9.0             0.0110895884232    0.000557497883519  0.00130936963476   0.00142311374477   21.0    23.0    0.0232544972706    0.0183603730501    0.0187515419259    0.0212323670731    0.0167638188718    0.0171209730628    0.1527008654437408     
atlas_conf_2016_078  Meff_6j_1800               44050.0        44.0363          57.2195760408      0.265714606693      0.547892767705      0.00170047206495     0.437463843665     0.0319220275462   0.0375025255962    0.0492489113458   10.0     5.5      1.0             0.00993416439767   0.000724902581421  0.000851627534469  0.00111837078378   11.4    7.0     0.0383740213741    0.0312890902682    0.0329789212007    0.0624948348093    0.0509565184368    0.0537085288125    1.898999116431069      
atlas_conf_2016_078  Meff_6j_2200               44050.0        44.0363          57.2195760408      0.265714606693      0.141065914478      0.000363620987712    0.114346733392     0.0148223709457   0.0115203971958    0.0187729121875   1.0      0.82     0.35            0.00259664716136   0.000336594376587  0.000261611379607  0.000426305393221  3.63    3.21    0.0315004775184    0.0230190516265    0.0262956699699    0.0356220353245    0.0260308901571    0.0297362249192    0.003972390605600617   
atlas_conf_2016_096  2LADF                      44050.0        44.0363          57.2195760408      0.265714606693      0.0                 0.0                  0.0                1.23666246001     0.0                1.23666246001     55.0     57.6     8.5             0.0                0.0280827966931    0.0                0.0280827966931    20.0    21.8    0.0                0                  0.0                0.0                0                  0.0                0.07984820292254578    
atlas_conf_2016_096  2LASF                      44050.0        44.0363          57.2195760408      0.265714606693      0.0                 0.0                  0.0                1.23666246001     0.0                1.23666246001     56.0     70.0     12.0            0.0                0.0280827966931    0.0                0.0280827966931    17.7    24.6    0.0                0                  0.0                0.0                0                  0.0                1.175229780360277      
atlas_conf_2016_096  2LBDF                      44050.0        44.0363          57.2195760408      0.265714606693      0.0                 0.0                  0.0                1.23666246001     0.0                1.23666246001     8.0      8.5      3.6             0.0                0.0280827966931    0.0                0.0280827966931    8.6     9.0     0.0                0                  0.0                0.0                0                  0.0                0.016621309724397      
atlas_conf_2016_096  2LBSF                      44050.0        44.0363          57.2195760408      0.265714606693      0.0                 0.0                  0.0                1.23666246001     0.0                1.23666246001     19.0     20.7     5.0             0.0                0.0280827966931    0.0                0.0280827966931    11.9    13.0    0.0                0                  0.0                0.0                0                  0.0                0.08384027114938754    
atlas_conf_2016_096  2LCDF                      44050.0        44.0363          57.2195760408      0.265714606693      0.0                 0.0                  0.0                1.23666246001     0.0                1.23666246001     2.0      3.1      2.3             0.0                0.0280827966931    0.0                0.0280827966931    4.7     5.4     0.0                0                  0.0                0.0                0                  0.0                0.19996800191638658    
atlas_conf_2016_096  2LCSF                      44050.0        44.0363          57.2195760408      0.265714606693      0.0                 0.0                  0.0                1.23666246001     0.0                1.23666246001     9.0      10.2     3.3             0.0                0.0280827966931    0.0                0.0280827966931    8.3     9.1     0.0                0                  0.0                0.0                0                  0.0                0.08643289401194575    
atlas_conf_2016_096  3LH                        44050.0        44.0363          57.2195760408      0.265714606693      0.0                 0.0                  0.0                1.23666246001     0.0                1.23666246001     0.0      0.98     0.5             0.0                0.0280827966931    0.0                0.0280827966931    3.01    3.09    0.0                0                  0.0                0.0                0                  0.0                1.7622467336602972     
atlas_conf_2016_096  3LI                        44050.0        44.0363          57.2195760408      0.265714606693      0.0                 0.0                  0.0                1.23666246001     0.0                1.23666246001     2.0      4.41     1.14            0.0                0.0280827966931    0.0                0.0280827966931    3.93    5.67    0.0                0                  0.0                0.0                0                  0.0                1.3971053055939837     
cms_pas_sus_15_011   SRA_b0_a.lowMET            44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    28.0     28.2     5.10881590978   0.0                0.0280827966931    0.0                0.0280827966931    14.5    15.1    0.0                0                  0.0                0.0                0                  0.0                0.004294635616635071   
cms_pas_sus_15_011   SRA_b0_b.mediumMET         44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    6.0      8.7      2.63153947339   0.0                0.0280827966931    0.0                0.0280827966931    6.3     7.8     0.0                0                  0.0                0.0                0                  0.0                0.5981617204764694     
cms_pas_sus_15_011   SRA_b0_c.highMET           44050.0        7.2842           57.2195760408      0.265714606693      0.000982890848396   9.66081124062e-07    0.00012512454676   0.165036272047    1.8699932263e-05   0.165036273107    5.0      3.3      1.90394327647   1.71775276296e-05  0.0226567463891    2.56719094245e-06  0.0226567465345    8.0     6.6     1.5640568345e-05   0                  1.1807082231e-05   1.89582646606e-05  0                  1.43116148255e-05  0.29983539119240255    
cms_pas_sus_15_011   SRA_b0_d.vhighMET          44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    6.0      1.9      1.10679718106   0.0                0.0280827966931    0.0                0.0280827966931    9.8     6.3     0.0                0                  0.0                0.0                0                  0.0                2.42825179782564       
cms_pas_sus_15_011   SRA_b1_a.lowMET            44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    21.0     14.2     3.88908729653   0.0                0.0280827966931    0.0                0.0280827966931    17.7    12.9    0.0                0                  0.0                0.0                0                  0.0                1.1509774906183121     
cms_pas_sus_15_011   SRA_b1_b.mediumMET         44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    6.0      5.8      2.82577423019   0.0                0.0280827966931    0.0                0.0280827966931    7.9     7.7     0.0                0                  0.0                0.0                0                  0.0                0.001394001851227318   
cms_pas_sus_15_011   SRA_b1_c.highMET           44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    1.0      5.0      2.72855272993   0.0                0.0280827966931    0.0                0.0280827966931    3.5     5.4     0.0                0                  0.0                0.0                0                  0.0                2.7305090221990564     
cms_pas_sus_15_011   SRA_b1_d.vhighMET          44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    3.0      1.6      1.81245689604   0.0                0.0280827966931    0.0                0.0280827966931    6.7     6.0     0.0                0                  0.0                0.0                0                  0.0                0.2334128201382904     
cms_pas_sus_15_011   SRB_b0_a.lowMET            44050.0        7.2842           57.2195760408      0.265714606693      0.000982890848396   9.66081124062e-07    0.00012512454676   0.165036272047    1.8699932263e-05   0.165036273107    20.0     23.1     4.34165866922   1.71775276296e-05  0.0226567463891    2.56719094245e-06  0.0226567465345    10.7    12.7    1.16938828747e-05  0                  8.82772503256e-06  9.85232651651e-06  0                  7.43753211405e-06  0.285300214886432      
cms_pas_sus_15_011   SRB_b0_b.mediumMET         44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    10.0     8.2      2.82577423019   0.0                0.0280827966931    0.0                0.0280827966931    10.1    8.9     0.0                0                  0.0                0.0                0                  0.0                0.15847815073153151    
cms_pas_sus_15_011   SRB_b0_c.highMET           44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    2.0      0.8      0.860232526704  0.0                0.0280827966931    0.0                0.0280827966931    5.3     4.6     0.0                0                  0.0                0.0                0                  0.0                0.47738226698585146    
cms_pas_sus_15_011   SRB_b0_d.vhighMET          44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    0.0      1.5      1.81245689604   0.0                0.0280827966931    0.0                0.0280827966931    3.0     3.3     0.0                0                  0.0                0.0                0                  0.0                1.7893633710812549     
cms_pas_sus_15_011   SRB_b1_a.lowMET            44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    43.0     44.6     7.17112264572   0.0                0.0280827966931    0.0                0.0280827966931    17.9    18.6    0.0                0                  0.0                0.0                0                  0.0                0.0446041871164596     
cms_pas_sus_15_011   SRB_b1_b.mediumMET         44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    22.0     16.7     4.53982378513   0.0                0.0280827966931    0.0                0.0280827966931    17.2    13.7    0.0                0                  0.0                0.0                0                  0.0                0.5780298369008489     
cms_pas_sus_15_011   SRB_b1_c.highMET           44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    3.0      0.6      0.874642784227  0.0                0.0280827966931    0.0                0.0280827966931    7.1     6.0     0.0                0                  0.0                0.0                0                  0.0                1.0258589551546173     
cms_pas_sus_15_011   SRB_b1_d.vhighMET          44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    3.0      1.4      1.81245689604   0.0                0.0280827966931    0.0                0.0280827966931    6.9     6.0     0.0                0                  0.0                0.0                0                  0.0                0.27840519492992166    
cms_pas_sus_15_011   SRC_ATLAS                  44050.0        7.2842           57.2195760408      0.265714606693      0.000982890848396   9.66081124062e-07    0.00012512454676   0.165036272047    1.8699932263e-05   0.165036273107    12.0     12.0     3.45253530033   1.71775276296e-05  0.0226567463891    2.56719094245e-06  0.0226567465345    10.0    10.0    1.2512454676e-05   0                  9.44566578484e-06  1.2512454676e-05   0                  9.44566578484e-06  0.0006021159122984938  
cms_pas_sus_15_011   SRD_cen_a.vlowMll_b0       44050.0        7.2842           57.2195760408      0.265714606693      0.14570274614       0.000721692658594    0.0186410825571    0.00342158074426  0.00178177890464   0.00385771316384  132.0    126.7    12.3            0.00255911185265   0.000469726359004  0.000244608729118  0.000529600115846  36.7    33.7    0.000507931404825  0.000335543132653  0.000428309677206  0.000553147850358  0.000365413441198  0.000466438135118  0.05564787781937487    
cms_pas_sus_15_011   SRD_cen_a.vlowMll_b1       44050.0        7.2842           57.2195760408      0.265714606693      0.0198735865906     9.84611788343e-05    0.00254155221783   0.0012637619963   0.000243056014533  0.0012869229229   305.0    344.2    23.9            0.000348913019662  0.000173493588355  3.3367564665e-05   0.000176673199926  35.2    54.4    7.22031880064e-05  1.22442790987e-05  6.08789873293e-05  4.67197098865e-05  7.92276882854e-06  3.9392285919e-05   2.15575360369936       
cms_pas_sus_15_011   SRD_cen_a.vlowMll_b_all    44050.0        7.2842           57.2195760408      0.265714606693      0.165576281875      0.000820153174258    0.0211826277843    0.00364750578207  0.00202482304902   0.00417183494521  437.0    470.9    29.9            0.00290802391262   0.000500742124333  0.000277974664208  0.000572723833119  49.6    69.0    0.000427069108555  0.000289129404722  0.000360119314192  0.00030699460557   0.000207837948901  0.000258868376579  1.1533156892868894     
cms_pas_sus_15_011   SRD_cen_b.lowMll_b0        44050.0        7.2842           57.2195760408      0.265714606693      0.0349412736842     0.00019316168858     0.00444811449825   0.0963815678664   0.000478864148851  0.0963827574583   33.0     38.2     6.2             0.000610652439286  0.0132315927441    6.57401154349e-05  0.0132317560553    13.2    16.2    0.000336978371079  0                  0.000277483128343  0.000274574969028  0                  0.000226097363835  0.44179344329045145    
cms_pas_sus_15_011   SRD_cen_b.lowMll_b1        44050.0        7.2842           57.2195760408      0.265714606693      0.00243006618111    2.14771353192e-06    0.000315150326252  0.133980277293    3.88325373739e-05  0.13398028292     96.0     93.9     10.4            4.32649194492e-05  0.01839327274      5.33106413524e-06  0.0183932735126    29.5    28.0    1.06830619068e-05  0                  8.52423610028e-06  1.12553687947e-05  0                  8.98089160566e-06  0.006354297834123803   
cms_pas_sus_15_011   SRD_cen_b.lowMll_b_all     44050.0        7.2842           57.2195760408      0.265714606693      0.0373713398653     0.000195309402112    0.0047632648245    0.0017792956173   0.000481889609387  0.00184339645475  129.0    132.2    12.6            0.000653917358735  0.000244267814901  6.6155461051e-05   0.000253067798077  30.9    34.0    0.000154150965194  5.63137423531e-05  0.000128574947091  0.00014009602425   5.11792540797e-05  0.000116851937209  0.0714495256513854     
cms_pas_sus_15_011   SRD_cen_c.mediumMll_b0     44050.0        7.2842           57.2195760408      0.265714606693      0.00196579119103    1.93216224812e-06    0.00025025030216   0.16503631948     3.7400045158e-05   0.165036323718    106.0    93.1     10.5            3.43552211856e-05  0.0226567529008    5.13440668268e-06  0.0226567534826    39.0    29.3    6.41667441436e-06  0                  4.84395456669e-06  8.54096594403e-06  0                  6.44758457683e-06  0.6364005043386589     
cms_pas_sus_15_011   SRD_cen_c.mediumMll_b1     44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    165.0    154.8    13.4            0.0                0.0280827966931    0.0                0.0280827966931    43.3    36.3    0.0                0                  0.0                0.0                0                  0.0                0.21050688215146746    
cms_pas_sus_15_011   SRD_cen_c.mediumMll_b_all  44050.0        7.2842           57.2195760408      0.265714606693      0.00196579119103    1.93216224812e-06    0.00025025030216   0.16503631948     3.7400045158e-05   0.165036323718    271.0    247.9    17.8            3.43552211856e-05  0.0226567529008    5.13440668268e-06  0.0226567534826    65.3    48.2    3.83231703155e-06  0                  2.89302033845e-06  5.19191498258e-06  0                  3.91938232575e-06  0.6969690315122776     
cms_pas_sus_15_011   SRD_cen_d.highMll_b0       44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    42.0     48.1     7.0             0.0                0.0280827966931    0.0                0.0280827966931    14.9    18.2    0.0                0                  0.0                0.0                0                  0.0                0.48185527144248713    
cms_pas_sus_15_011   SRD_cen_d.highMll_b1       44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    121.0    116.6    11.8            0.0                0.0280827966931    0.0                0.0280827966931    34.3    31.4    0.0                0                  0.0                0.0                0                  0.0                0.03893299046773425    
cms_pas_sus_15_011   SRD_cen_d.highMll_b_all    44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    163.0    164.7    14.5            0.0                0.0280827966931    0.0                0.0280827966931    35.8    36.6    0.0                0                  0.0                0.0                0                  0.0                0.030122419746018265   
cms_pas_sus_15_011   SRD_cen_e.vhighMll_b0      44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    141.0    109.9    11.4            0.0                0.0280827966931    0.0                0.0280827966931    58.0    32.7    0.0                0                  0.0                0.0                0                  0.0                3.1346528242641525     
cms_pas_sus_15_011   SRD_cen_e.vhighMll_b1      44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    366.0    357.9    24.6            0.0                0.0280827966931    0.0                0.0280827966931    65.7    59.9    0.0                0                  0.0                0.0                0                  0.0                0.020223226501067604   
cms_pas_sus_15_011   SRD_cen_e.vhighMll_b_all   44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    507.0    467.8    29.9            0.0                0.0280827966931    0.0                0.0280827966931    103.6   73.3    0.0                0                  0.0                0.0                0                  0.0                0.8110901559541177     
cms_pas_sus_15_011   SRE_for_a.vlowMll_b0       44050.0        7.2842           57.2195760408      0.265714606693      0.000464274990086   2.15551283793e-07    6.49000240913e-05  0.180440602634    1.04500038791e-05  0.180440602937    45.0     34.7     6.0             8.90969826355e-06  0.0247715058118    1.43461243227e-06  0.0247715058534    26.4    18.8    2.45833424588e-06  0                  1.80916733824e-06  3.45212894103e-06  0                  2.54053285796e-06  1.1680441647660844     
cms_pas_sus_15_011   SRE_for_a.vlowMll_b1       44050.0        7.2842           57.2195760408      0.265714606693      0.000464274990086   2.15551283793e-07    6.49000240913e-05  0.180440602634    1.04500038791e-05  0.180440602937    90.0     72.9     9.4             8.90969826355e-06  0.0247715058118    1.43461243227e-06  0.0247715058534    40.8    26.8    1.59068686498e-06  0                  1.17063768945e-06  2.42164268998e-06  0                  1.78216484066e-06  1.4233922078539756     
cms_pas_sus_15_011   SRE_for_a.vlowMll_b_all    44050.0        7.2842           57.2195760408      0.265714606693      0.000928551358908   4.31102092357e-07    0.000129800240913  0.180440614306    2.09000387911e-05  0.180440615516    135.0    107.6    11.9            1.78194229858e-05  0.0247715074141    2.86922912484e-06  0.0247715075803    54.6    32.9    2.37729378962e-06  0                  1.7495270567e-06   3.94529607639e-06  0                  2.90347043452e-06  2.3489731376870004     
cms_pas_sus_15_011   SRE_for_b.lowMll_b0        44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    14.0     15.0     3.7             0.0                0.0280827966931    0.0                0.0280827966931    10.3    10.5    0.0                0                  0.0                0.0                0                  0.0                0.04788517076548076    
cms_pas_sus_15_011   SRE_for_b.lowMll_b1        44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    36.0     31.7     5.7             0.0                0.0280827966931    0.0                0.0280827966931    20.0    17.1    0.0                0                  0.0                0.0                0                  0.0                0.22408514097724       
cms_pas_sus_15_011   SRE_for_b.lowMll_b_all     44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    50.0     46.6     7.1             0.0                0.0280827966931    0.0                0.0280827966931    22.3    20.1    0.0                0                  0.0                0.0                0                  0.0                0.08314691428210608    
cms_pas_sus_15_011   SRE_for_c.mediumMll_b0     44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    40.0     44.4     5.9             0.0                0.0280827966931    0.0                0.0280827966931    14.4    17.3    0.0                0                  0.0                0.0                0                  0.0                0.3128197723411045     
cms_pas_sus_15_011   SRE_for_c.mediumMll_b1     44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    52.0     54.5     7.5             0.0                0.0280827966931    0.0                0.0280827966931    18.8    20.3    0.0                0                  0.0                0.0                0                  0.0                0.08608139741389957    
cms_pas_sus_15_011   SRE_for_c.mediumMll_b_all  44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    92.0     98.9     10.1            0.0                0.0280827966931    0.0                0.0280827966931    23.1    27.3    0.0                0                  0.0                0.0                0                  0.0                0.32320522078896435    
cms_pas_sus_15_011   SRE_for_d.highMll_b0       44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    19.0     22.3     4.7             0.0                0.0280827966931    0.0                0.0280827966931    10.8    12.6    0.0                0                  0.0                0.0                0                  0.0                0.30570209933387205    
cms_pas_sus_15_011   SRE_for_d.highMll_b1       44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    35.0     54.3     7.8             0.0                0.0280827966931    0.0                0.0280827966931    11.1    18.5    0.0                0                  0.0                0.0                0                  0.0                4.344165979448498      
cms_pas_sus_15_011   SRE_for_d.highMll_b_all    44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    54.0     76.7     9.6             0.0                0.0280827966931    0.0                0.0280827966931    12.8    22.9    0.0                0                  0.0                0.0                0                  0.0                3.9821538120283972     
cms_pas_sus_15_011   SRE_for_e.vhighMll_b0      44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    92.0     84.9     10.3            0.0                0.0280827966931    0.0                0.0280827966931    33.1    27.8    0.0                0                  0.0                0.0                0                  0.0                0.190406714591382      
cms_pas_sus_15_011   SRE_for_e.vhighMll_b1      44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    206.0    214.5    19.4            0.0                0.0280827966931    0.0                0.0280827966931    41.4    45.5    0.0                0                  0.0                0.0                0                  0.0                0.19769065541304548    
cms_pas_sus_15_011   SRE_for_e.vhighMll_b_all   44050.0        7.2842           57.2195760408      0.265714606693      0.0                 0.0                  0.0                0.204560707672    0.0                0.204560707672    298.0    299.4    25.0            0.0                0.0280827966931    0.0                0.0280827966931    56.0    57.2    0.0                0                  0.0                0.0                0                  0.0                0.021035856860928185   
