200	200	0.938833	0.000214931	0.0102994	0.0646658	0.180994	0.373322	0.54125	0.682634	0.76106	0.808921	0.863274	0.896271	0.909127	0.920531	0.937952	0.937365	0.939105	0.960445	0.953354	0.972444	0.956288	0.974909	0.970184	0.978226	0.977374	0.981284	0.98196	0.987471	0.987696	0.989775	0.991018	0.990408	0.987368	0.985385	0.988661	0.991212	0.992373	0.994026	0.994284	0.988423	0.997073	
200	250	0.941098	0.000234178	0.0109174	0.062106	0.199672	0.387892	0.568334	0.670411	0.768402	0.833687	0.851667	0.889762	0.914292	0.920758	0.932176	0.942946	0.943726	0.949672	0.949515	0.957563	0.957315	0.974274	0.978004	0.973394	0.978236	0.981709	0.981954	0.987661	0.982658	0.986825	0.984942	0.988962	0.984827	0.979458	0.985528	0.988407	0.991723	0.987687	0.992188	0.995178	0.996959	
250	250	0.948256	0.000162528	0.0107598	0.0667271	0.192853	0.372951	0.550416	0.683582	0.757396	0.825332	0.863349	0.888456	0.906328	0.92017	0.927153	0.937631	0.959371	0.957192	0.960863	0.956094	0.967962	0.967963	0.973644	0.978321	0.979218	0.976536	0.984177	0.984095	0.981906	0.983421	0.988189	0.983113	0.984199	0.986362	0.989038	0.990773	0.987355	0.987108	0.991319	0.992879	0.993385	
200	300	0.942537	0.000237406	0.0108076	0.0642481	0.190314	0.373201	0.574548	0.676818	0.774451	0.814737	0.871318	0.882178	0.905172	0.919276	0.930607	0.941159	0.941636	0.956099	0.956719	0.968128	0.966954	0.971878	0.975809	0.984996	0.974172	0.974596	0.977703	0.976778	0.982741	0.979461	0.984629	0.983368	0.989216	0.990705	0.989523	0.989448	0.990765	0.988891	0.991879	0.990446	0.993703	
250	300	0.949201	0.000175718	0.0110286	0.0709077	0.200242	0.403538	0.549474	0.678065	0.766747	0.812082	0.852546	0.893174	0.896675	0.914365	0.935126	0.937437	0.945146	0.951438	0.960559	0.966032	0.963484	0.969988	0.972844	0.97779	0.981443	0.983702	0.984042	0.987532	0.98383	0.983574	0.983239	0.984772	0.989444	0.987455	0.990696	0.992724	0.987867	0.994366	0.992084	0.989808	0.993083	
300	300	0.958568	0.000118218	0.00964322	0.0677562	0.197958	0.376049	0.56014	0.666654	0.763115	0.821922	0.852735	0.8867	0.908757	0.905869	0.936706	0.939481	0.952057	0.955758	0.960711	0.963258	0.971545	0.975982	0.972825	0.974144	0.979574	0.978328	0.982824	0.98621	0.988468	0.983636	0.986046	0.991449	0.98541	0.99014	0.990346	0.992483	0.990141	0.990136	0.991371	0.989741	0.991967	
200	350	0.945745	0.000250098	0.0121536	0.066124	0.191097	0.374756	0.556712	0.692225	0.763208	0.833533	0.843333	0.875068	0.907198	0.916368	0.935587	0.939643	0.939437	0.961004	0.95596	0.966193	0.966714	0.975812	0.979581	0.971393	0.977272	0.977103	0.98468	0.982069	0.981871	0.981258	0.988181	0.986455	0.988921	0.9842	0.993469	0.995108	0.990479	0.986628	0.991458	0.990881	0.988211	
250	350	0.951251	0.00019007	0.0112436	0.0683004	0.19061	0.378153	0.566794	0.67823	0.763049	0.827246	0.856737	0.892692	0.909206	0.916325	0.931657	0.93752	0.950759	0.951624	0.96	0.967173	0.961091	0.965978	0.975046	0.977642	0.980721	0.980054	0.975871	0.983993	0.983276	0.985132	0.989251	0.987668	0.985346	0.984246	0.99016	0.990527	0.993908	0.990099	0.989662	0.988943	0.990523	
300	350	0.9577	0.000127854	0.0104354	0.0676565	0.196008	0.379573	0.552725	0.680567	0.765453	0.822233	0.859316	0.880793	0.88809	0.914567	0.929559	0.941207	0.946063	0.959259	0.962941	0.964827	0.969204	0.971233	0.975692	0.977689	0.98248	0.976066	0.986714	0.982449	0.985273	0.983537	0.98754	0.987389	0.988501	0.987608	0.987614	0.990311	0.991519	0.993385	0.990908	0.987451	0.990882	
350	350	0.964173	8.33339e-05	0.00903587	0.0630095	0.192401	0.386054	0.55839	0.691659	0.768348	0.813456	0.856034	0.886113	0.905866	0.921127	0.932032	0.938227	0.952965	0.951556	0.962941	0.966339	0.967961	0.973892	0.971625	0.979249	0.972947	0.98149	0.983052	0.983112	0.983579	0.983485	0.987036	0.986383	0.989724	0.986913	0.988761	0.989439	0.990862	0.991077	0.992306	0.992423	0.992881	
