200	200	0.95685	3.08156e-05	0.00593947	0.0584117	0.185302	0.381599	0.541777	0.681742	0.759382	0.817767	0.858321	0.888253	0.907189	0.915706	0.929916	0.941712	0.944787	0.962744	0.958927	0.964152	0.972267	0.975431	0.978865	0.976909	0.979779	0.980133	0.976634	0.983055	0.985318	0.984545	0.984961	0.987513	0.98957	0.989514	0.989725	0.988574	0.989772	0.989264	0.990732	0.993838	0.992876	
200	250	0.96356	1.62136e-05	0.00503158	0.0560227	0.185799	0.366605	0.54491	0.685986	0.76959	0.820839	0.865837	0.876696	0.914263	0.9169	0.93546	0.935035	0.946354	0.951839	0.954538	0.964105	0.967914	0.970795	0.971889	0.976686	0.978602	0.980172	0.984021	0.984593	0.98541	0.981553	0.985838	0.984528	0.984239	0.992217	0.988882	0.991527	0.991356	0.990882	0.990784	0.992355	0.992148	
250	250	0.962585	1.73047e-05	0.00499947	0.0577464	0.182406	0.369831	0.547615	0.682019	0.763917	0.823344	0.865971	0.882501	0.903539	0.921976	0.937682	0.937874	0.952196	0.955262	0.9657	0.966774	0.966311	0.977141	0.972657	0.977111	0.978193	0.98029	0.984457	0.981375	0.983771	0.982907	0.986316	0.988014	0.988164	0.989331	0.991516	0.987054	0.989231	0.989808	0.990568	0.992674	0.993018	
200	300	0.967413	9.54558e-06	0.00416818	0.0515296	0.172678	0.367003	0.569429	0.669828	0.756134	0.823272	0.859866	0.881442	0.905678	0.92246	0.93619	0.941974	0.942768	0.956748	0.966556	0.964224	0.968812	0.971851	0.973732	0.97464	0.979744	0.981337	0.982546	0.983311	0.98602	0.985049	0.984596	0.98026	0.990441	0.992034	0.988529	0.988592	0.991942	0.989542	0.990966	0.992289	0.992297	
250	300	0.967226	8.86483e-06	0.00390046	0.0493899	0.175544	0.372184	0.548731	0.681485	0.763183	0.83253	0.852579	0.885498	0.912245	0.915882	0.935916	0.944458	0.949405	0.950898	0.958491	0.967363	0.962173	0.97085	0.973116	0.971156	0.978509	0.982106	0.982606	0.982164	0.980909	0.984778	0.986333	0.98528	0.987966	0.990105	0.989791	0.987399	0.98901	0.989844	0.991293	0.991181	0.991924	
300	300	0.967918	8.86798e-06	0.00391222	0.0491378	0.177703	0.366225	0.548723	0.675618	0.762138	0.825051	0.859189	0.886353	0.903611	0.917297	0.929562	0.935867	0.945576	0.957691	0.959589	0.967092	0.968192	0.975388	0.973836	0.974549	0.976324	0.980961	0.982084	0.984239	0.983198	0.984807	0.986999	0.987382	0.986723	0.989755	0.989253	0.991644	0.990986	0.990467	0.992297	0.992788	0.991376	
200	350	0.97149	5.05027e-06	0.00319955	0.0486087	0.173951	0.356469	0.552691	0.687808	0.765652	0.817397	0.857729	0.88906	0.904048	0.922555	0.939162	0.943796	0.955315	0.950793	0.96037	0.965022	0.969159	0.971148	0.976028	0.975501	0.979725	0.979608	0.98432	0.984971	0.982605	0.987206	0.988241	0.985848	0.98671	0.987679	0.991234	0.989151	0.988697	0.991048	0.990285	0.991757	0.991618	
250	350	0.971265	5.2236e-06	0.00355579	0.0478074	0.170793	0.382875	0.542875	0.688341	0.755398	0.816847	0.864588	0.882017	0.90029	0.918301	0.930359	0.940719	0.945296	0.960604	0.96439	0.966067	0.968344	0.97038	0.970207	0.97634	0.975501	0.974022	0.979711	0.983216	0.983132	0.985124	0.987079	0.988533	0.988313	0.986075	0.990505	0.991261	0.988268	0.990002	0.992183	0.993388	0.992074	
300	350	0.97135	4.75423e-06	0.00341878	0.0454091	0.169811	0.37016	0.538879	0.675417	0.754769	0.823347	0.856608	0.884832	0.901528	0.928302	0.933449	0.946859	0.948301	0.953341	0.958327	0.965098	0.970969	0.969822	0.974566	0.976721	0.977018	0.979793	0.980862	0.984321	0.982348	0.986783	0.985552	0.988992	0.985983	0.988381	0.989541	0.992234	0.987994	0.989936	0.991983	0.991962	0.990843	
350	350	0.970609	5.00058e-06	0.00349713	0.0487536	0.175366	0.363472	0.555193	0.677307	0.760936	0.806216	0.863582	0.89002	0.905145	0.913942	0.935257	0.941469	0.948023	0.953089	0.957444	0.965258	0.967371	0.971223	0.976508	0.976741	0.977773	0.978363	0.979345	0.98248	0.98265	0.984778	0.984784	0.987503	0.983994	0.99076	0.988926	0.990819	0.988372	0.990261	0.991819	0.991781	0.991785	
