200	200	0.918463	0.000248406	0.0102426	0.0592425	0.195428	0.356352	0.540853	0.677072	0.776781	0.804026	0.851368	0.885534	0.911486	0.899188	0.946641	0.942926	0.951558	0.95133	0.963594	0.972029	0.971811	0.970723	0.965253	0.968547	0.977873	0.984924	0.979349	0.981916	0.987306	0.988931	0.981952	0.991488	0.988101	0.989526	0.989981	0.989459	0.99717	0.987744	0.990526	0.987904	0.99186	
200	250	0.921181	0.000287826	0.0107416	0.0594194	0.186096	0.37862	0.567751	0.656581	0.754538	0.817245	0.857519	0.863426	0.908686	0.929034	0.934567	0.933611	0.952978	0.959981	0.958988	0.96584	0.953234	0.954645	0.968274	0.97519	0.979063	0.985247	0.977631	0.980933	0.977788	0.988293	0.98356	0.98699	0.987242	0.989903	0.987066	0.991793	0.99446	0.98247	0.987068	0.993385	0.991887	
250	250	0.934936	0.000224653	0.0106987	0.0628919	0.19296	0.367287	0.566599	0.703531	0.764778	0.82502	0.856184	0.875271	0.903553	0.926359	0.938692	0.926119	0.953762	0.947088	0.955236	0.967689	0.962075	0.977299	0.977177	0.97135	0.975284	0.978168	0.986737	0.987482	0.989957	0.987974	0.988858	0.985341	0.979128	0.990022	0.983119	0.98985	0.987815	0.990763	0.992124	0.989739	0.99127	
200	300	0.920404	0.00028837	0.0117874	0.0681552	0.191872	0.357432	0.538711	0.703376	0.756346	0.834713	0.862681	0.883798	0.91308	0.915435	0.945387	0.932621	0.947208	0.962914	0.965492	0.969148	0.97852	0.96799	0.963732	0.981218	0.978871	0.977847	0.990675	0.980188	0.989557	0.981937	0.978871	0.989928	0.992594	0.99321	0.988994	0.992314	0.993996	0.99245	0.992852	0.991872	0.987695	
250	300	0.933738	0.000237809	0.0113103	0.0717273	0.202588	0.377966	0.561008	0.662666	0.772132	0.810812	0.843213	0.888544	0.911482	0.922555	0.927696	0.947812	0.939336	0.970123	0.961123	0.968607	0.966169	0.971589	0.977199	0.974274	0.979807	0.983729	0.973226	0.979087	0.976604	0.9862	0.991841	0.98708	0.991876	0.986836	0.992039	0.98797	0.994108	0.99331	0.991134	0.993448	0.993381	
300	300	0.94056	0.000211837	0.0112043	0.0655792	0.188268	0.3516	0.530344	0.678326	0.765399	0.817902	0.87423	0.879069	0.898152	0.917231	0.930232	0.940708	0.951035	0.95309	0.967201	0.962904	0.967854	0.977191	0.980278	0.974202	0.975779	0.979974	0.984479	0.977717	0.982842	0.980963	0.985702	0.981964	0.986368	0.986143	0.984838	0.983012	0.987489	0.990911	0.989046	0.991384	0.996002	
200	350	0.925192	0.000274584	0.0112923	0.0673383	0.192833	0.37391	0.557515	0.712654	0.780524	0.830248	0.855179	0.888368	0.8984	0.924433	0.929808	0.933902	0.968055	0.962696	0.960192	0.967669	0.970171	0.970821	0.974014	0.96901	0.97252	0.984616	0.979538	0.98496	0.982253	0.992344	0.985464	0.981019	0.982218	0.989366	0.988102	0.991137	0.989545	0.990486	0.990823	0.993837	0.993098	
250	350	0.933425	0.000261676	0.0103407	0.0626027	0.183845	0.359361	0.551564	0.679588	0.756095	0.813437	0.847061	0.882535	0.927242	0.930325	0.926927	0.952912	0.946451	0.962097	0.970641	0.957132	0.974246	0.969185	0.978764	0.972562	0.972388	0.976365	0.986083	0.985686	0.978929	0.987019	0.984015	0.983222	0.980934	0.983839	0.984813	0.989398	0.99287	0.98786	0.989693	0.994563	0.991505	
300	350	0.943675	0.000201701	0.0104654	0.0671638	0.182772	0.360152	0.574201	0.656601	0.770075	0.818586	0.866163	0.894873	0.900979	0.927645	0.927584	0.950544	0.952288	0.958999	0.962997	0.963966	0.972109	0.973378	0.976692	0.980029	0.986257	0.974934	0.979754	0.982919	0.978522	0.98947	0.983362	0.987137	0.991615	0.988865	0.990928	0.982994	0.984543	0.992775	0.995474	0.992611	0.992918	
350	350	0.948586	0.00016396	0.010132	0.0663704	0.191616	0.381983	0.546325	0.680892	0.752369	0.813783	0.863074	0.878068	0.902687	0.92733	0.934954	0.942233	0.953604	0.954023	0.953969	0.960881	0.96492	0.964985	0.97514	0.973163	0.973321	0.977369	0.979642	0.9822	0.983509	0.987889	0.98771	0.979619	0.989576	0.985479	0.986489	0.989147	0.994065	0.992139	0.99357	0.989165	0.993738	
