200	200	0	0.568189	0.97997	0.946831	0.743602	0.913686
200	200	50	0.531459	0.971625	0.93686	0.681796	0.91163
200	250	0	0.574303	0.981154	0.954542	0.795593	0.922179
200	250	50	0.568657	0.977064	0.951059	0.778539	0.922786
250	250	0	0.66791	0.986706	0.954317	0.817247	0.930733
250	250	50	0.667762	0.992506	0.960662	0.836512	0.93166
250	250	100	0.60058	0.987507	0.953824	0.765622	0.938575
200	300	0	0.611808	0.996218	0.968757	0.918526	0.931384
200	300	50	0.579379	0.994711	0.962183	0.91232	0.934268
250	300	0	0.703273	0.998121	0.963432	0.871369	0.935459
250	300	50	0.677451	0.994544	0.967905	0.864031	0.935534
250	300	100	0.628062	0.988047	0.971256	0.80098	0.947677
300	300	0	0.772682	0.995706	0.971376	0.884333	0.94244
300	300	50	0.755243	0.996193	0.973781	0.883073	0.942417
300	300	100	0.741511	0.9918	0.965709	0.85293	0.935551
300	300	150	0.649968	0.988785	0.966864	0.796397	0.938834
200	350	0	0.615587	0.996974	0.974424	0.957837	0.931782
200	350	50	0.585347	0.997153	0.966862	0.949015	0.929428
250	350	0	0.687166	0.999662	0.976598	0.963356	0.940677
250	350	50	0.674109	0.995849	0.976905	0.943384	0.943877
250	350	100	0.64529	0.997447	0.977248	0.935953	0.937794
300	350	0	0.765916	0.997461	0.97996	0.932815	0.948832
300	350	50	0.756937	0.996669	0.979163	0.915688	0.941042
300	350	100	0.724096	0.995667	0.97694	0.89034	0.941274
300	350	150	0.656716	0.99031	0.977132	0.851849	0.948313
350	350	0	0.820923	0.998324	0.979959	0.917845	0.945348
350	350	50	0.814308	0.998541	0.977446	0.91988	0.955372
350	350	100	0.797772	0.996394	0.980093	0.906594	0.951906
350	350	150	0.748349	0.997312	0.979871	0.866813	0.954765
350	350	200	0.663799	0.990761	0.982073	0.820131	0.955545
200	400	0	0.657272	0.998686	0.97309	0.966306	0.939904
200	400	50	0.623951	0.999405	0.970451	0.959578	0.934894
250	400	0	0.724428	0.999595	0.981781	0.976856	0.947494
250	400	50	0.708483	0.997829	0.979107	0.974452	0.948819
250	400	100	0.650844	0.997937	0.98257	0.964432	0.940189
300	400	0	0.777483	0.999556	0.986139	0.974078	0.959674
300	400	50	0.784333	0.997985	0.984507	0.970423	0.949635
300	400	100	0.730056	0.999176	0.983477	0.967345	0.954981
300	400	150	0.67235	0.998348	0.985328	0.952006	0.950292
350	400	0	0.842346	0.999504	0.982087	0.935244	0.950829
