200	200	0	0.574625	0.844517	0.916626
200	200	50	0.550076	0.843317	0.920827
200	250	0	0.559624	0.851785	0.91798
200	250	50	0.547341	0.842236	0.921564
250	250	0	0.68069	0.919119	0.92519
250	250	50	0.673758	0.903533	0.93546
250	250	100	0.578206	0.865509	0.931674
200	300	0	0.558028	0.870457	0.927712
200	300	50	0.558443	0.84082	0.924817
250	300	0	0.703423	0.912784	0.935568
250	300	50	0.696963	0.906315	0.937925
250	300	100	0.623534	0.864635	0.936322
300	300	0	0.754453	0.937492	0.939101
300	300	50	0.759224	0.940389	0.940761
300	300	100	0.718997	0.916961	0.939198
300	300	150	0.650753	0.896755	0.942728
200	350	0	0.585394	0.859972	0.919456
200	350	50	0.527007	0.8263	0.929736
250	350	0	0.69181	0.914587	0.933593
250	350	50	0.680939	0.911337	0.941233
250	350	100	0.618262	0.872501	0.940389
300	350	0	0.782116	0.942214	0.939324
300	350	50	0.733047	0.933928	0.943918
300	350	100	0.729162	0.928021	0.947273
300	350	150	0.630015	0.886872	0.945028
350	350	0	0.813634	0.960386	0.950928
350	350	50	0.808864	0.960338	0.952909
350	350	100	0.781245	0.95271	0.95096
350	350	150	0.741007	0.928025	0.942599
350	350	200	0.659611	0.904305	0.946399
200	400	0	0.550361	0.862338	0.938185
200	400	50	0.558821	0.860282	0.9291
250	400	0	0.699826	0.921963	0.939015
250	400	50	0.669826	0.897834	0.932377
250	400	100	0.591075	0.885761	0.937567
300	400	0	0.765656	0.940457	0.950388
300	400	50	0.754006	0.937553	0.947223
300	400	100	0.728888	0.928701	0.942027
300	400	150	0.622445	0.891187	0.939748
350	400	0	0.823007	0.960801	0.951672
350	400	50	0.818559	0.960725	0.955127
350	400	100	0.786678	0.948415	0.949472
350	400	150	0.736034	0.929272	0.946208
350	400	200	0.642317	0.897315	0.954064
400	400	0	0.846796	0.966227	0.954464
400	400	50	0.855766	0.969734	0.957727
400	400	100	0.838095	0.962975	0.955618
400	400	150	0.80494	0.955622	0.95625
400	400	200	0.760503	0.939144	0.95509
400	400	250	0.689439	0.909195	0.955405
200	450	0	0.565952	0.859657	0.925952
200	450	50	0.534965	0.837829	0.917569
250	450	0	0.682293	0.91433	0.93704
250	450	50	0.669953	0.904591	0.944553
250	450	100	0.625606	0.863823	0.940836
300	450	0	0.759416	0.944041	0.941033
300	450	50	0.753628	0.935889	0.942237
300	450	100	0.720782	0.930042	0.94792
300	450	150	0.64056	0.895291	0.949674
350	450	0	0.80808	0.953851	0.952269
350	450	50	0.79677	0.964843	0.956538
350	450	100	0.783	0.953546	0.951801
350	450	150	0.755475	0.937221	0.948761
350	450	200	0.643412	0.900733	0.951264
400	450	0	0.84861	0.965207	0.955298
400	450	50	0.854147	0.96695	0.961376
400	450	100	0.846906	0.956855	0.951087
400	450	150	0.8073	0.957059	0.960076
400	450	200	0.767006	0.946123	0.959117
400	450	250	0.691498	0.908962	0.957556
450	450	0	0.880414	0.975063	0.959531
450	450	50	0.880108	0.976307	0.9628
450	450	100	0.869996	0.973537	0.963691
450	450	150	0.847679	0.965771	0.96028
450	450	200	0.842096	0.961384	0.961836
450	450	250	0.786325	0.94785	0.963963
450	450	300	0.686533	0.91232	0.961776
200	500	0	0.602092	0.857599	0.926954
200	500	50	0.55066	0.831388	0.926962
250	500	0	0.690168	0.916473	0.938852
250	500	50	0.652084	0.906033	0.945852
250	500	100	0.598505	0.873979	0.938577
300	500	0	0.743677	0.932716	0.949944
300	500	50	0.768794	0.937416	0.944962
300	500	100	0.724792	0.917959	0.94213
300	500	150	0.604029	0.891586	0.944983
350	500	0	0.816567	0.961396	0.948246
350	500	50	0.802147	0.95605	0.94781
350	500	100	0.804712	0.946253	0.95404
350	500	150	0.754454	0.93133	0.94812
350	500	200	0.674567	0.900514	0.953318
400	500	0	0.846064	0.966239	0.959376
400	500	50	0.84244	0.967954	0.95968
400	500	100	0.846082	0.965064	0.959328
400	500	150	0.80625	0.955834	0.955415
400	500	200	0.77018	0.943938	0.958526
400	500	250	0.675415	0.907984	0.958946
450	500	0	0.877076	0.975755	0.962676
450	500	50	0.884061	0.97468	0.961001
450	500	100	0.87646	0.972512	0.961304
450	500	150	0.851299	0.971001	0.96238
450	500	200	0.828256	0.96106	0.963965
