200	200	0.893319	3.92271e-06	0.000277363	0.00252244	0.0108571	0.027724	0.0568257	0.104814	0.168729	0.290625	0.404229	0.468296	0.558756	0.618201	0.689499	0.755776	0.746267	0.801915	0.79407	0.833756	0.87044	0.875445	0.906458	0.89604	0.91073	0.904643	0.92739	0.906196	0.920481	0.94392	0.953216	0.948509	0.939757	0.95759	0.971359	0.942395	0.948714	0.969394	0.972643	0.957568	0.964899	0.968878	0.970551	0.974154	0.978347	0.966289	0.979376	0.97375	0.9798	0.984287	0.97068	0.979152	0.974234	0.978694	0.988811	0.982585	0.982466	0.97836	0.980521	0.982761	0.983987	0.984399	0.982598	0.988948	0.987883	0.990725	0.983495	0.989515	0.986189	0.992167	0.992102	0.982663	0.991182	0.992364	0.987325	0.987748	0.995469	0.997399	0.994189	0.984999	0.99355	
200	250	0.897487	4.32423e-06	0.000278096	0.00266906	0.0112496	0.0273856	0.0625304	0.118322	0.164477	0.274062	0.329985	0.457931	0.56298	0.632223	0.719956	0.762368	0.74928	0.765936	0.798625	0.825294	0.862706	0.861022	0.877784	0.880574	0.901452	0.923185	0.94259	0.932724	0.922381	0.936425	0.951815	0.938364	0.955274	0.94774	0.94815	0.958484	0.956465	0.973035	0.956183	0.952954	0.981646	0.971686	0.970745	0.97763	0.97871	0.983037	0.975936	0.982326	0.982716	0.980968	0.985141	0.987616	0.977065	0.971732	0.97705	0.988092	0.983288	0.988367	0.982042	0.98263	0.992244	0.978612	0.985177	0.990611	0.98406	0.979243	0.988197	0.985797	0.983124	0.990721	0.989881	0.992569	0.989678	0.991462	0.99093	0.996778	0.987724	0.983087	0.985515	0.98539	0.995938	
250	250	0.913236	2.97567e-06	0.000270102	0.00249445	0.010656	0.0283889	0.0581213	0.118056	0.20002	0.296645	0.364427	0.478114	0.568885	0.629989	0.666678	0.700408	0.773091	0.799015	0.810711	0.850653	0.869165	0.888113	0.88515	0.890609	0.89692	0.895914	0.924751	0.916223	0.932166	0.938073	0.95265	0.941813	0.944465	0.953198	0.970828	0.960367	0.966003	0.945831	0.975807	0.969764	0.975709	0.976417	0.970731	0.969476	0.977329	0.985685	0.978642	0.970426	0.981111	0.982385	0.975783	0.982072	0.984065	0.97984	0.978082	0.99135	0.985979	0.980597	0.98685	0.992572	0.982616	0.982183	0.978052	0.988143	0.983088	0.990386	0.993166	0.993923	0.989683	0.985324	0.988588	0.990195	0.992222	0.991582	0.992686	0.988209	0.985037	0.993036	0.982013	0.991946	0.991934	
200	300	0.897119	4.45931e-06	0.000318817	0.00269145	0.0107869	0.0289095	0.0626241	0.115212	0.189826	0.303003	0.402504	0.434887	0.518656	0.625224	0.677734	0.749524	0.794868	0.779445	0.83507	0.840136	0.861416	0.849889	0.870334	0.870207	0.90249	0.927189	0.91858	0.89141	0.92746	0.95221	0.952498	0.954134	0.957755	0.947874	0.94764	0.952335	0.954535	0.976286	0.963637	0.969349	0.978877	0.986493	0.966642	0.98005	0.985784	0.959727	0.971521	0.987999	0.979567	0.982313	0.98582	0.988829	0.988544	0.976166	0.985259	0.971417	0.988606	0.985563	0.983007	0.975968	0.985214	0.983758	0.97995	0.978555	0.987177	0.989579	0.973703	0.994105	0.99481	0.986316	0.994461	0.994314	0.99433	0.99527	0.992855	0.990633	0.989613	0.998142	0.992503	0.995512	0.996034	
250	300	0.911981	3.4293e-06	0.000265588	0.00274225	0.0111729	0.026956	0.0610135	0.114607	0.172913	0.268686	0.360655	0.485976	0.565559	0.613875	0.713982	0.71846	0.739973	0.789094	0.828556	0.846792	0.857255	0.846034	0.886576	0.899153	0.924076	0.91516	0.905813	0.927448	0.913803	0.93568	0.938085	0.960503	0.942572	0.951765	0.967137	0.962251	0.968264	0.969416	0.968144	0.959891	0.97046	0.969226	0.980664	0.98001	0.965993	0.979807	0.97739	0.973593	0.969389	0.98114	0.983309	0.982498	0.981328	0.987319	0.976888	0.982754	0.983346	0.992031	0.970052	0.982562	0.984748	0.989307	0.987071	0.980575	0.989088	0.987602	0.99392	0.993923	0.996066	0.98574	0.986127	0.988826	0.988991	0.989331	0.984453	0.986537	0.990536	0.995864	0.9988	0.994143	0.996879	
300	300	0.921001	2.27301e-06	0.000251632	0.00254931	0.0110625	0.0302845	0.0634497	0.114298	0.194725	0.260576	0.346714	0.457847	0.567848	0.610089	0.673432	0.755084	0.771188	0.784766	0.813176	0.870761	0.851	0.891325	0.874637	0.903186	0.905844	0.909966	0.929482	0.940578	0.931107	0.923625	0.950142	0.957184	0.946648	0.952826	0.953861	0.945466	0.956507	0.972292	0.946288	0.966725	0.972685	0.971743	0.965848	0.974572	0.976229	0.971155	0.976942	0.980046	0.979658	0.983875	0.978664	0.977159	0.987418	0.988955	0.975132	0.984847	0.990216	0.989957	0.976058	0.992072	0.97865	0.978637	0.985441	0.982348	0.990686	0.987732	0.98296	0.98927	0.992996	0.98467	0.991126	0.99056	0.990371	0.991331	0.990094	0.991515	0.992563	0.992348	0.990325	0.992271	0.995558	
200	350	0.895216	4.42405e-06	0.000299035	0.00280022	0.00926522	0.0290255	0.0633089	0.107189	0.185455	0.266326	0.37181	0.452883	0.546382	0.626833	0.677662	0.699182	0.787593	0.802804	0.824269	0.876372	0.846804	0.860406	0.877337	0.922654	0.888239	0.935259	0.936417	0.945118	0.913886	0.927162	0.943321	0.934086	0.952885	0.963443	0.952682	0.963225	0.966911	0.955228	0.958579	0.973783	0.958099	0.982552	0.964569	0.983473	0.9661	0.989247	0.961775	0.975172	0.983641	0.980573	0.983038	0.981589	0.977577	0.984915	0.985623	0.976796	0.975303	0.984739	0.987326	0.980806	0.982671	0.985579	0.987916	0.992877	0.991138	0.994701	0.996991	0.990774	0.986861	0.985743	0.9936	0.994249	0.989294	0.99551	0.993744	0.985803	0.992523	0.997704	0.989175	0.994049	0.993587	
250	350	0.915121	3.51646e-06	0.000332665	0.00281863	0.0109888	0.0315019	0.0615458	0.118036	0.18132	0.274513	0.362602	0.481145	0.529661	0.613187	0.722066	0.70167	0.799351	0.809723	0.817264	0.847271	0.861865	0.87857	0.893843	0.883774	0.919058	0.912514	0.919567	0.934411	0.939088	0.933019	0.934825	0.933545	0.948705	0.950497	0.956409	0.949983	0.96364	0.968787	0.963945	0.957438	0.961926	0.966424	0.97836	0.980852	0.975312	0.973023	0.980952	0.975447	0.973055	0.974495	0.980065	0.986559	0.983461	0.981036	0.980205	0.984162	0.982359	0.977179	0.988337	0.990828	0.992147	0.995288	0.98389	0.991026	0.989679	0.987158	0.994053	0.988251	0.980152	0.990866	0.982779	0.995247	0.990165	0.994241	0.983025	0.987724	0.995076	0.987931	0.995997	0.99465	0.990662	
300	350	0.924946	2.22586e-06	0.000249641	0.00242985	0.0103603	0.0302499	0.0632993	0.11399	0.198352	0.282033	0.344394	0.475375	0.572018	0.604938	0.678478	0.738137	0.773424	0.792707	0.841274	0.838516	0.857285	0.88386	0.887464	0.900619	0.907263	0.925413	0.933722	0.926645	0.940749	0.931043	0.945802	0.93913	0.946841	0.94809	0.962421	0.967393	0.955496	0.958739	0.961587	0.948012	0.966961	0.964491	0.975148	0.971244	0.977912	0.985691	0.965092	0.972777	0.98802	0.981508	0.973296	0.979101	0.982116	0.980431	0.980858	0.988648	0.986235	0.989005	0.989235	0.976678	0.981456	0.984675	0.983814	0.983415	0.99146	0.994941	0.987915	0.989024	0.993698	0.983382	0.989434	0.99208	0.991717	0.989845	0.984848	0.990384	0.987808	0.992218	0.992399	0.992474	0.992536	
350	350	0.931443	1.52472e-06	0.000226572	0.0025052	0.0111631	0.0294189	0.068224	0.115306	0.180078	0.267852	0.378169	0.475528	0.553009	0.603372	0.685789	0.730412	0.762582	0.779241	0.81726	0.842583	0.859437	0.870494	0.881049	0.898511	0.89613	0.906726	0.918	0.926561	0.935351	0.939741	0.931146	0.944482	0.959996	0.937013	0.945075	0.955291	0.95316	0.953599	0.963422	0.96504	0.98264	0.964134	0.965881	0.969259	0.970211	0.972051	0.970899	0.978572	0.985514	0.98157	0.980501	0.976599	0.978099	0.980817	0.983281	0.983708	0.986389	0.983224	0.981146	0.989386	0.989648	0.985064	0.983789	0.989273	0.992536	0.990135	0.988079	0.988561	0.991094	0.988956	0.989899	0.986849	0.990539	0.989896	0.990558	0.987336	0.993157	0.985594	0.987948	0.994477	0.995183	
