200	200	0.922784	3.16573e-07	8.23379e-05	0.00151951	0.00872471	0.0281759	0.0805214	0.13944	0.201887	0.292356	0.369315	0.482999	0.577447	0.628165	0.703654	0.711098	0.751071	0.778847	0.824764	0.830068	0.854553	0.878491	0.894849	0.901502	0.904921	0.918392	0.917952	0.92461	0.922175	0.928319	0.948526	0.935341	0.939448	0.950648	0.961631	0.951635	0.958786	0.965688	0.970804	0.962461	0.967519	0.978235	0.969118	0.977907	0.975281	0.976532	0.976867	0.984369	0.984528	0.967457	0.977129	0.98598	0.976344	0.978469	0.978202	0.980422	0.988481	0.982706	0.975687	0.978879	0.989993	0.987142	0.987238	0.986572	0.992492	0.987331	0.987787	0.987989	0.991019	0.988205	0.992105	0.986992	0.993841	0.992062	0.990075	0.992643	0.993617	0.99332	0.98975	0.991611	0.996047	
200	250	0.936466	1.5588e-07	7.11677e-05	0.0013679	0.00801952	0.0286867	0.0673132	0.124547	0.19643	0.306042	0.405167	0.485834	0.580907	0.634361	0.666854	0.728255	0.772435	0.793961	0.829141	0.815633	0.874525	0.862272	0.88405	0.895126	0.909702	0.9173	0.919753	0.922526	0.92137	0.931828	0.951378	0.938953	0.947541	0.945642	0.947809	0.96044	0.95712	0.962014	0.962385	0.962036	0.965726	0.968243	0.966869	0.973984	0.979245	0.971087	0.97768	0.978766	0.973328	0.984946	0.975156	0.986868	0.97291	0.982634	0.984849	0.980182	0.980373	0.985582	0.98999	0.983749	0.988137	0.984855	0.987882	0.988236	0.986631	0.987779	0.989658	0.988692	0.990827	0.990217	0.992817	0.991539	0.989259	0.991531	0.988432	0.994124	0.989377	0.990598	0.993135	0.993287	0.993234	
250	250	0.936006	1.65413e-07	6.66106e-05	0.00133612	0.00868778	0.026191	0.066067	0.125162	0.195316	0.294539	0.367981	0.479201	0.558766	0.645612	0.657675	0.700534	0.756381	0.785997	0.800874	0.846639	0.841292	0.866376	0.886425	0.893244	0.887729	0.90663	0.927515	0.922097	0.943492	0.938752	0.945684	0.947214	0.945248	0.948441	0.949601	0.953792	0.956733	0.958399	0.959787	0.955471	0.962136	0.976017	0.972184	0.976169	0.970808	0.974558	0.97607	0.972794	0.979657	0.980018	0.980698	0.97968	0.984941	0.988665	0.979687	0.989724	0.981945	0.986245	0.986248	0.984712	0.984597	0.986967	0.984939	0.982001	0.989495	0.986729	0.981668	0.98922	0.991318	0.991732	0.991665	0.989984	0.990761	0.989608	0.990266	0.986248	0.991727	0.987593	0.991855	0.991291	0.996141	
200	300	0.946177	7.46446e-08	5.05667e-05	0.00101239	0.00701992	0.025951	0.0675554	0.124986	0.207711	0.290684	0.383974	0.486981	0.557281	0.650308	0.676829	0.711432	0.769353	0.792111	0.810435	0.828843	0.87525	0.881241	0.880779	0.888293	0.910137	0.91838	0.929512	0.92354	0.933261	0.936748	0.941221	0.944965	0.949667	0.947726	0.961768	0.962499	0.958129	0.959037	0.960522	0.975392	0.970196	0.974182	0.965755	0.971171	0.973703	0.969945	0.976839	0.971095	0.977584	0.977509	0.979081	0.983205	0.983831	0.978782	0.978825	0.984512	0.982757	0.979553	0.988642	0.985082	0.984846	0.983027	0.98523	0.985588	0.989244	0.984995	0.993248	0.987326	0.982516	0.985418	0.99169	0.993242	0.992606	0.990949	0.992555	0.99263	0.994688	0.995188	0.991425	0.990544	0.99134	
250	300	0.947924	7.46907e-08	4.65912e-05	0.000976369	0.00667624	0.0265863	0.0621327	0.119214	0.199364	0.293484	0.373173	0.490415	0.541571	0.612532	0.673069	0.726735	0.761152	0.794439	0.8143	0.838144	0.871747	0.869099	0.880306	0.888802	0.907292	0.921413	0.911632	0.921073	0.928729	0.936982	0.951121	0.950281	0.947246	0.954091	0.955671	0.961156	0.958445	0.961045	0.964886	0.967119	0.969871	0.972207	0.976232	0.970385	0.980408	0.977133	0.982975	0.974037	0.98251	0.976987	0.979704	0.983713	0.983486	0.98579	0.979894	0.980705	0.980912	0.983371	0.987004	0.98518	0.990214	0.983147	0.987195	0.987739	0.984143	0.994184	0.988233	0.989596	0.986716	0.99215	0.984868	0.988014	0.986993	0.990565	0.989346	0.990929	0.991427	0.99183	0.992124	0.993315	0.990994	
300	300	0.944254	8.12872e-08	4.60571e-05	0.00101955	0.00677085	0.0256378	0.0626166	0.120541	0.186217	0.281945	0.365774	0.448658	0.565945	0.644227	0.668277	0.741016	0.754237	0.799164	0.815112	0.848237	0.8594	0.864539	0.887209	0.896334	0.904502	0.910815	0.917962	0.931071	0.938326	0.936605	0.950127	0.94588	0.949062	0.949255	0.952812	0.956506	0.956046	0.9555	0.960085	0.964179	0.967986	0.972967	0.963459	0.975101	0.973205	0.975001	0.975168	0.98003	0.977994	0.976682	0.977402	0.982774	0.98233	0.981901	0.987355	0.98101	0.980918	0.98896	0.987159	0.988864	0.984831	0.985927	0.986506	0.988844	0.987045	0.988363	0.987582	0.989197	0.988496	0.988953	0.990551	0.989033	0.990745	0.986826	0.991853	0.986906	0.993476	0.988892	0.989041	0.993584	0.994234	
200	350	0.950534	3.84574e-08	3.61878e-05	0.000873924	0.00593328	0.0232689	0.0618233	0.118305	0.208554	0.287935	0.38004	0.479079	0.5493	0.616852	0.678319	0.723645	0.758169	0.803906	0.824659	0.837827	0.860141	0.863921	0.888993	0.895363	0.904158	0.902963	0.918019	0.917569	0.928267	0.934261	0.939507	0.946577	0.943546	0.947666	0.957396	0.958838	0.962351	0.963887	0.966478	0.964025	0.963206	0.965121	0.968147	0.970808	0.977499	0.974354	0.974001	0.975412	0.975888	0.976266	0.976341	0.977658	0.976509	0.976362	0.981862	0.98385	0.981172	0.982311	0.984206	0.986131	0.989195	0.98672	0.988322	0.988358	0.992884	0.987643	0.989615	0.991524	0.986268	0.985101	0.988632	0.9894	0.991246	0.989347	0.99204	0.989443	0.987336	0.991249	0.992402	0.991482	0.994635	
250	350	0.95163	3.77544e-08	3.43007e-05	0.000832007	0.00586636	0.0230306	0.056563	0.110787	0.182212	0.285157	0.382946	0.470991	0.535592	0.621834	0.692303	0.730813	0.76844	0.783232	0.823758	0.851764	0.856478	0.871428	0.89657	0.89957	0.896206	0.902059	0.915845	0.922174	0.929355	0.932567	0.942452	0.944675	0.942607	0.945316	0.954751	0.956745	0.964358	0.968896	0.959293	0.964166	0.962003	0.970449	0.95873	0.975324	0.967632	0.974103	0.975124	0.978039	0.980095	0.979212	0.979142	0.97872	0.984449	0.984594	0.983674	0.985917	0.982353	0.983576	0.984276	0.982063	0.983852	0.987771	0.981876	0.987228	0.990417	0.982659	0.984176	0.989582	0.986985	0.989984	0.989162	0.987609	0.988596	0.993548	0.994668	0.992375	0.990829	0.989178	0.989304	0.992938	0.991966	
300	350	0.950893	3.7547e-08	3.82924e-05	0.000858028	0.006249	0.0229693	0.0591562	0.111296	0.190688	0.279781	0.382557	0.460756	0.56644	0.624954	0.676614	0.728399	0.755982	0.77823	0.814893	0.845523	0.868929	0.866615	0.884008	0.901145	0.912061	0.913039	0.915131	0.934463	0.940333	0.940109	0.940433	0.942765	0.948369	0.958834	0.955595	0.949722	0.959149	0.966632	0.965068	0.965744	0.964527	0.971624	0.978576	0.972069	0.969998	0.973851	0.976437	0.970568	0.976882	0.979138	0.974148	0.978624	0.98601	0.983951	0.981809	0.985697	0.984897	0.979732	0.987325	0.986652	0.987738	0.982221	0.987823	0.983957	0.988636	0.989676	0.991596	0.992028	0.989338	0.988801	0.989716	0.988995	0.988505	0.990383	0.994751	0.99347	0.988221	0.991718	0.990176	0.991613	0.992861	
350	350	0.951683	3.79543e-08	3.29706e-05	0.000897584	0.00640541	0.0227284	0.0591513	0.116519	0.194087	0.286231	0.377255	0.473345	0.568016	0.619729	0.66822	0.709208	0.74612	0.79056	0.807852	0.841921	0.859479	0.874199	0.884761	0.883904	0.912498	0.915287	0.936016	0.931893	0.938717	0.92408	0.938377	0.941129	0.943259	0.948511	0.947142	0.958382	0.95895	0.961569	0.96315	0.969847	0.966251	0.968584	0.969256	0.968708	0.97606	0.981705	0.974644	0.976549	0.975975	0.984168	0.979635	0.978057	0.984215	0.984217	0.979707	0.984567	0.98195	0.98396	0.979086	0.985086	0.986605	0.988472	0.991796	0.99264	0.988556	0.987089	0.988129	0.98738	0.989202	0.986308	0.98688	0.988727	0.992827	0.991498	0.993255	0.989964	0.989622	0.988409	0.988082	0.991266	0.993253	
