200	200	0	0.543329	0.974995	0.962012	0.728021	0.921621
200	200	50	0.548918	0.967096	0.968479	0.67877	0.92993
200	250	0	0.597788	0.98473	0.972467	0.843339	0.936438
200	250	50	0.541777	0.988343	0.974856	0.826101	0.92964
250	250	0	0.709814	0.986488	0.969107	0.810071	0.91882
250	250	50	0.643365	0.989681	0.968187	0.831415	0.935906
250	250	100	0.596398	0.991372	0.970405	0.756605	0.937878
200	300	0	0.609895	0.998951	0.984671	0.982993	0.947781
200	300	50	0.615179	0.99823	0.984552	0.976793	0.934475
250	300	0	0.719549	0.992667	0.980382	0.916958	0.941345
250	300	50	0.688963	0.993271	0.981761	0.899157	0.935806
250	300	100	0.606857	0.990886	0.980459	0.873319	0.946912
300	300	0	0.769232	0.996351	0.977243	0.879716	0.948769
300	300	50	0.765728	0.996014	0.983061	0.880951	0.943361
300	300	100	0.720014	0.99576	0.97749	0.84929	0.946528
300	300	150	0.644095	0.987932	0.980832	0.804082	0.948996
200	350	0	0.653122	1	0.990321	0.991927	0.955665
200	350	50	0.631178	0.999851	0.988068	0.992829	0.9524
250	350	0	0.73738	0.999976	0.990432	0.990512	0.945946
250	350	50	0.728313	0.999842	0.988013	0.988313	0.958315
250	350	100	0.657127	0.999566	0.989517	0.982402	0.949679
300	350	0	0.761036	0.999626	0.986348	0.932105	0.952877
300	350	50	0.781323	0.999497	0.987281	0.945613	0.953254
300	350	100	0.712768	0.999129	0.986871	0.9256	0.957118
300	350	150	0.662463	0.99495	0.986124	0.891776	0.955715
350	350	0	0.829756	0.999148	0.985283	0.927372	0.951366
350	350	50	0.838838	0.997415	0.984869	0.922903	0.94615
350	350	100	0.799736	0.996541	0.984323	0.901125	0.953575
350	350	150	0.745649	0.995212	0.980701	0.865597	0.943725
350	350	200	0.666101	0.988443	0.986858	0.826493	0.958572
200	400	0	0.700328	1	0.99321	0.997572	0.950426
200	400	50	0.687503	0.999999	0.993979	0.993106	0.94871
250	400	0	0.741355	0.999995	0.994673	0.997658	0.956215
250	400	50	0.742018	0.99969	0.994022	0.995823	0.957522
250	400	100	0.700779	0.999999	0.993804	0.997375	0.960119
300	400	0	0.772948	0.999999	0.990757	0.994256	0.954722
300	400	50	0.780891	0.999991	0.991106	0.995662	0.946421
300	400	100	0.750842	0.999858	0.99436	0.991988	0.957921
300	400	150	0.691592	0.999214	0.993463	0.987517	0.959007
350	400	0	0.828581	0.998773	0.987345	0.962216	0.953123
350	400	50	0.812752	0.998003	0.987119	0.950447	0.953042
350	400	100	0.788146	0.998238	0.989994	0.947189	0.956465
350	400	150	0.770695	0.998787	0.987586	0.937933	0.95211
350	400	200	0.689728	0.994597	0.987904	0.902779	0.949801
400	400	0	0.853059	0.99784	0.988864	0.926971	0.955606
400	400	50	0.849903	0.999229	0.984998	0.925749	0.95892
400	400	100	0.825706	0.996822	0.984023	0.924827	0.957199
400	400	150	0.79738	0.9986	0.986651	0.922635	0.959215
400	400	200	0.767302	0.996105	0.987128	0.896522	0.956505
400	400	250	0.6757	0.994012	0.988572	0.835296	0.951361
200	450	0	0.722371	1	0.993413	0.997238	0.956376
200	450	50	0.728942	0.999996	0.995853	0.994983	0.952154
250	450	0	0.768925	1	0.994897	0.999014	0.962487
250	450	50	0.752387	0.999993	0.99336	0.999536	0.958449
250	450	100	0.733156	1	0.994839	0.996773	0.964814
300	450	0	0.804491	0.999997	0.994819	0.9978	0.958575
300	450	50	0.801617	1	0.994717	0.999442	0.96878
300	450	100	0.779939	1	0.995106	0.996395	0.957945
300	450	150	0.73013	0.999999	0.995821	0.995308	0.95985
350	450	0	0.838203	0.999971	0.991933	0.997932	0.955711
350	450	50	0.838858	1	0.993498	0.996531	0.965679
350	450	100	0.802202	1	0.99293	0.995817	0.957288
350	450	150	0.776168	0.999511	0.994094	0.994687	0.957877
350	450	200	0.712894	0.999223	0.995092	0.988399	0.95873
400	450	0	0.876129	0.999155	0.991625	0.971478	0.963937
400	450	50	0.848237	0.99812	0.990015	0.964239	0.95872
400	450	100	0.84516	0.999723	0.991733	0.969013	0.961042
400	450	150	0.816724	0.998149	0.992726	0.962989	0.964536
400	450	200	0.761249	0.996656	0.991962	0.946724	0.958693
400	450	250	0.712976	0.99513	0.991219	0.90064	0.962118
450	450	0	0.883452	0.999968	0.99151	0.953147	0.965726
450	450	50	0.881724	0.999943	0.990596	0.945392	0.956177
450	450	100	0.867421	0.999175	0.991446	0.946524	0.961519
450	450	150	0.851222	0.999319	0.992296	0.930543	0.965396
450	450	200	0.825477	0.99658	0.991824	0.928145	0.964293
450	450	250	0.780127	0.996785	0.986623	0.887823	0.958679
450	450	300	0.712564	0.993156	0.991821	0.838694	0.961426
200	500	0	0.765135	1	0.994988	0.997705	0.958854
200	500	50	0.765125	1	0.994998	0.99781	0.965174
250	500	0	0.789898	1	0.995984	0.999807	0.965148
250	500	50	0.781576	1	0.996485	0.998388	0.956466
250	500	100	0.780202	1	0.99608	0.998202	0.965407
300	500	0	0.805323	1	0.996036	0.999823	0.962025
300	500	50	0.817857	1	0.996241	0.999858	0.961925
300	500	100	0.79285	0.999965	0.996185	0.99882	0.960919
300	500	150	0.761289	1	0.995181	0.997484	0.96276
350	500	0	0.841768	0.999999	0.995658	0.999285	0.96436
350	500	50	0.835403	0.999999	0.995343	0.999712	0.964694
350	500	100	0.816778	1	0.996947	0.998785	0.966277
350	500	150	0.792351	0.999667	0.995697	0.998051	0.961338
350	500	200	0.750423	0.999977	0.997337	0.997185	0.962256
400	500	0	0.854154	0.999992	0.994307	0.997945	0.960795
400	500	50	0.862215	0.999999	0.992593	0.996835	0.966506
400	500	100	0.862136	1	0.993127	0.997342	0.966033
400	500	150	0.819798	0.999934	0.994807	0.996514	0.961433
400	500	200	0.793592	0.999657	0.994873	0.994301	0.959856
400	500	250	0.737407	0.999001	0.996406	0.988831	0.964843
450	500	0	0.87171	0.999984	0.991439	0.97457	0.965151
450	500	50	0.868725	1	0.991162	0.974381	0.961717
450	500	100	0.8671	0.999666	0.993487	0.976844	0.961956
450	500	150	0.870422	0.99995	0.991439	0.973112	0.962821
450	500	200	0.827049	0.999231	0.993007	0.95861	0.963894
450	500	250	0.784214	0.999053	0.993579	0.948476	0.966357
450	500	300	0.695674	0.996098	0.993268	0.915894	0.963007
500	500	0	0.898418	0.999577	0.99139	0.964477	0.964614
500	500	50	0.903494	0.999923	0.992829	0.963687	0.962522
500	500	100	0.881508	0.999248	0.992306	0.959041	0.963983
500	500	150	0.879944	0.999627	0.991923	0.953051	0.962804
500	500	200	0.86149	0.999309	0.992447	0.945711	0.965543
500	500	250	0.838619	0.998845	0.993389	0.926802	0.960961
500	500	300	0.775188	0.99725	0.991726	0.893118	0.967468
